image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,dog,bear,cat,oven,elephant,truck,boat,bottle,chair,bicycle,clock,knife,car,keyboard,airplane
n01514859_8222,dog,bird,cat,bear,elephant,boat,oven,bottle,truck,chair,bicycle,knife,keyboard,car,clock,airplane
n01530575_3903,bird,dog,chair,cat,bottle,bicycle,keyboard,bear,boat,truck,knife,car,elephant,clock,oven,airplane
n01531178_2725,bird,dog,knife,cat,bottle,keyboard,chair,boat,bear,elephant,clock,airplane,truck,car,oven,bicycle
n01537544_8859,bird,dog,elephant,bottle,chair,clock,keyboard,bear,knife,cat,airplane,boat,truck,bicycle,oven,car
n01558993_12968,bird,clock,knife,bottle,dog,chair,boat,truck,cat,keyboard,airplane,bear,elephant,oven,bicycle,car
n01558993_14305,bird,dog,cat,bottle,bear,airplane,bicycle,clock,truck,car,boat,knife,chair,keyboard,oven,elephant
n01558993_4297,bird,bear,dog,cat,bicycle,keyboard,bottle,chair,knife,clock,truck,oven,boat,elephant,car,airplane
n01558993_6287,bird,dog,truck,cat,bottle,boat,clock,car,airplane,chair,bicycle,elephant,knife,keyboard,bear,oven
n01582220_9857,bird,dog,bottle,knife,keyboard,boat,chair,cat,elephant,bicycle,truck,clock,bear,car,airplane,oven
n01592084_2422,bird,dog,cat,airplane,keyboard,knife,bottle,bear,boat,truck,oven,chair,bicycle,clock,car,elephant
n01592084_3955,bird,dog,bottle,knife,cat,chair,keyboard,clock,elephant,bear,bicycle,boat,car,airplane,oven,truck
n01601694_10499,bird,dog,boat,elephant,bottle,bear,cat,keyboard,oven,chair,knife,clock,truck,car,airplane,bicycle
n01601694_9470,bird,dog,boat,cat,bottle,truck,chair,bear,bicycle,oven,airplane,keyboard,clock,knife,car,elephant
n01616318_3247,bird,bear,dog,elephant,cat,boat,bicycle,truck,bottle,car,chair,keyboard,knife,clock,airplane,oven
n01622779_1364,bird,dog,cat,truck,bear,bottle,clock,chair,knife,elephant,boat,bicycle,keyboard,airplane,car,oven
n01622779_1961,bird,dog,cat,bear,bottle,chair,oven,truck,knife,clock,keyboard,car,boat,bicycle,airplane,elephant
n01622779_9829,bird,cat,dog,clock,chair,knife,truck,bottle,bicycle,boat,bear,car,keyboard,oven,elephant,airplane
n01795545_1515,bird,dog,cat,bottle,bear,truck,chair,elephant,bicycle,keyboard,boat,clock,car,knife,airplane,oven
n01795545_9555,bird,dog,bottle,bear,cat,elephant,clock,bicycle,knife,chair,boat,truck,car,keyboard,airplane,oven
n01796340_11254,bird,dog,bottle,cat,boat,bicycle,truck,bear,chair,keyboard,airplane,knife,car,clock,oven,elephant
n01796340_5058,bird,cat,dog,bear,boat,elephant,bottle,truck,knife,car,oven,bicycle,clock,airplane,keyboard,chair
n01798484_2289,bird,dog,bear,cat,bottle,boat,chair,keyboard,bicycle,truck,elephant,airplane,knife,oven,clock,car
n01798484_3762,bird,cat,dog,chair,truck,bicycle,bottle,keyboard,bear,boat,airplane,knife,clock,elephant,car,oven
n01798484_3874,bird,dog,bear,cat,bottle,boat,bicycle,truck,knife,elephant,oven,chair,car,clock,keyboard,airplane
n01798484_5988,bird,cat,dog,chair,bottle,bear,bicycle,keyboard,elephant,clock,boat,truck,knife,oven,car,airplane
n01817953_1534,dog,bird,bear,elephant,oven,cat,chair,truck,knife,bottle,clock,keyboard,boat,bicycle,airplane,car
n01818515_2312,bird,elephant,dog,cat,clock,boat,airplane,bear,keyboard,bottle,chair,truck,bicycle,knife,oven,car
n01818515_7947,bird,dog,bottle,cat,knife,bear,bicycle,elephant,oven,truck,keyboard,boat,clock,chair,car,airplane
n01818515_8968,bird,bicycle,bottle,cat,elephant,dog,oven,bear,truck,chair,knife,boat,clock,keyboard,airplane,car
n01819313_3638,bird,knife,bear,dog,cat,chair,bottle,keyboard,boat,elephant,oven,clock,truck,airplane,bicycle,car
n01820546_1354,bird,bear,dog,cat,elephant,bottle,knife,truck,airplane,chair,boat,oven,clock,keyboard,bicycle,car
n01820546_4631,bird,dog,bicycle,bear,cat,bottle,knife,truck,chair,boat,keyboard,clock,car,oven,airplane,elephant
