image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,oven,bear,dog,cat,truck,elephant,bottle,clock,chair,boat,bicycle,airplane,keyboard,knife,car
n01514859_8222,bird,cat,dog,bear,bottle,airplane,chair,oven,truck,elephant,keyboard,clock,boat,car,bicycle,knife
n01530575_3903,bird,bicycle,cat,dog,chair,bottle,clock,bear,elephant,boat,oven,knife,keyboard,airplane,truck,car
n01531178_2725,bird,dog,bear,cat,boat,knife,bicycle,bottle,truck,airplane,clock,keyboard,elephant,chair,oven,car
n01537544_8859,bird,airplane,dog,clock,bottle,bear,elephant,knife,cat,chair,truck,oven,boat,bicycle,keyboard,car
n01558993_12968,bird,clock,dog,cat,bottle,elephant,knife,boat,oven,bicycle,chair,keyboard,truck,bear,airplane,car
n01558993_14305,bird,dog,cat,bottle,airplane,bicycle,chair,clock,bear,truck,boat,keyboard,oven,car,knife,elephant
n01558993_4297,bird,dog,bear,cat,bottle,clock,keyboard,knife,elephant,bicycle,oven,chair,truck,boat,airplane,car
n01558993_6287,bird,airplane,dog,cat,boat,bottle,truck,clock,bicycle,bear,chair,knife,car,keyboard,elephant,oven
n01582220_9857,bird,knife,dog,keyboard,bottle,bear,cat,clock,chair,bicycle,elephant,boat,truck,airplane,oven,car
n01592084_2422,bird,dog,cat,bear,bottle,airplane,bicycle,oven,boat,knife,keyboard,truck,chair,clock,car,elephant
n01592084_3955,bird,bottle,knife,dog,cat,airplane,clock,chair,keyboard,bear,elephant,oven,boat,bicycle,truck,car
n01601694_10499,bird,dog,bear,boat,bottle,elephant,chair,cat,airplane,knife,clock,keyboard,bicycle,truck,oven,car
n01601694_9470,bird,dog,cat,chair,bottle,keyboard,boat,knife,bicycle,oven,clock,bear,airplane,truck,car,elephant
n01616318_3247,bird,dog,cat,bear,truck,elephant,bicycle,clock,chair,boat,car,bottle,keyboard,oven,airplane,knife
n01622779_1364,bird,dog,clock,cat,keyboard,elephant,truck,bottle,bicycle,oven,bear,chair,boat,car,knife,airplane
n01622779_1961,bird,dog,cat,chair,clock,bottle,bear,keyboard,truck,oven,elephant,bicycle,knife,airplane,boat,car
n01622779_9829,bird,dog,cat,clock,chair,bicycle,keyboard,oven,truck,bottle,bear,elephant,knife,car,boat,airplane
n01795545_1515,bird,dog,bottle,bear,cat,bicycle,chair,car,truck,boat,airplane,keyboard,clock,knife,oven,elephant
n01795545_9555,bird,dog,bear,cat,bottle,elephant,bicycle,boat,airplane,knife,clock,chair,truck,car,keyboard,oven
n01796340_11254,bird,dog,cat,bottle,airplane,boat,knife,bicycle,keyboard,truck,clock,chair,bear,car,oven,elephant
n01796340_5058,bird,dog,cat,bear,airplane,boat,clock,bicycle,bottle,knife,elephant,chair,truck,car,keyboard,oven
n01798484_2289,bird,cat,dog,bear,elephant,bottle,chair,keyboard,bicycle,oven,truck,airplane,car,boat,knife,clock
n01798484_3762,bird,cat,chair,dog,keyboard,elephant,airplane,bicycle,bottle,clock,truck,boat,knife,bear,car,oven
