image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,dog,elephant,bear,cat,oven,truck,keyboard,car,chair,bicycle,bottle,clock,boat,airplane,knife
n01514859_8222,dog,bird,cat,chair,elephant,bear,bicycle,keyboard,truck,bottle,clock,car,oven,knife,boat,airplane
n01530575_3903,bird,chair,cat,dog,keyboard,clock,bottle,elephant,bicycle,knife,oven,bear,truck,car,boat,airplane
n01531178_2725,bird,dog,cat,knife,bottle,elephant,keyboard,bear,bicycle,truck,clock,oven,boat,chair,car,airplane
n01537544_8859,bird,dog,elephant,clock,cat,bottle,chair,keyboard,car,truck,knife,bicycle,airplane,boat,oven,bear
n01558993_12968,bird,chair,clock,dog,knife,cat,bicycle,truck,elephant,bottle,oven,car,keyboard,airplane,boat,bear
n01558993_14305,bird,dog,bicycle,bottle,cat,keyboard,clock,truck,airplane,chair,oven,car,bear,knife,boat,elephant
n01558993_4297,bird,bear,dog,cat,oven,keyboard,clock,bottle,chair,elephant,bicycle,truck,car,knife,boat,airplane
n01558993_6287,bird,dog,cat,bicycle,keyboard,clock,bottle,truck,car,chair,boat,airplane,knife,bear,oven,elephant
n01582220_9857,bird,dog,bottle,keyboard,knife,car,cat,chair,clock,bicycle,truck,elephant,bear,oven,boat,airplane
n01592084_2422,bird,dog,bear,clock,airplane,cat,keyboard,knife,chair,bicycle,bottle,truck,oven,boat,car,elephant
n01592084_3955,bird,dog,cat,knife,bear,clock,airplane,keyboard,oven,bottle,chair,truck,boat,elephant,car,bicycle
n01601694_10499,bird,dog,oven,bear,bottle,keyboard,elephant,cat,chair,boat,truck,clock,car,knife,airplane,bicycle
n01601694_9470,bird,dog,keyboard,oven,cat,chair,clock,bottle,airplane,boat,bear,bicycle,knife,car,truck,elephant
n01616318_3247,bird,truck,cat,clock,dog,bear,bicycle,chair,car,airplane,boat,elephant,keyboard,bottle,oven,knife
n01622779_1364,bird,dog,cat,elephant,bear,clock,bottle,keyboard,truck,bicycle,chair,boat,knife,car,oven,airplane
n01622779_1961,bird,dog,cat,bear,clock,knife,truck,keyboard,chair,bottle,car,oven,elephant,boat,bicycle,airplane
n01622779_9829,bird,dog,truck,cat,bear,clock,bottle,keyboard,chair,car,oven,elephant,knife,bicycle,boat,airplane
n01795545_1515,bird,dog,truck,elephant,car,cat,keyboard,bottle,chair,clock,bear,knife,boat,bicycle,airplane,oven
n01795545_9555,bird,dog,elephant,cat,bottle,bear,bicycle,keyboard,knife,clock,car,chair,truck,boat,airplane,oven
n01796340_11254,bird,dog,bottle,keyboard,cat,bicycle,boat,knife,clock,bear,car,truck,chair,airplane,oven,elephant
n01796340_5058,bird,dog,bicycle,elephant,cat,bear,oven,keyboard,boat,truck,knife,bottle,car,airplane,clock,chair
n01798484_2289,bird,dog,cat,keyboard,bear,chair,car,clock,truck,elephant,boat,bottle,oven,bicycle,knife,airplane
n01798484_3762,bird,cat,dog,chair,keyboard,truck,bottle,bicycle,car,knife,clock,elephant,airplane,boat,oven,bear
n01798484_3874,bird,dog,cat,bicycle,bottle,keyboard,truck,elephant,bear,clock,car,chair,oven,knife,boat,airplane
n01798484_5988,bird,cat,chair,dog,keyboard,clock,bicycle,elephant,bottle,oven,car,boat,knife,bear,truck,airplane
n01817953_1534,bird,dog,oven,clock,elephant,cat,bear,truck,keyboard,bottle,knife,chair,bicycle,boat,car,airplane
n01818515_2312,bird,elephant,dog,cat,bear,airplane,clock,keyboard,oven,bicycle,chair,car,knife,bottle,truck,boat
n01818515_7947,bird,dog,oven,bear,bottle,car,bicycle,cat,knife,truck,elephant,clock,boat,chair,keyboard,airplane
n01818515_8968,bird,bicycle,cat,elephant,dog,bottle,clock,bear,chair,oven,truck,boat,car,keyboard,knife,airplane
n01819313_3638,bird,cat,dog,bottle,bear,keyboard,chair,clock,knife,oven,elephant,truck,bicycle,boat,airplane,car
n01820546_1354,bird,dog,bear,elephant,cat,truck,bottle,oven,clock,car,boat,keyboard,airplane,chair,bicycle,knife
n01820546_4631,bird,cat,dog,bicycle,clock,bear,truck,bottle,car,elephant,knife,chair,boat,oven,keyboard,airplane
n01824575_2244,bird,bear,cat,clock,bicycle,dog,elephant,chair,bottle,truck,boat,keyboard,car,oven,knife,airplane
n01824575_2746,bird,bicycle,chair,bottle,dog,cat,clock,oven,elephant,airplane,keyboard,truck,knife,car,bear,boat
n01824575_3514,bird,bicycle,dog,cat,bear,truck,elephant,bottle,clock,car,keyboard,boat,chair,airplane,knife,oven
n01828970_2030,bird,dog,clock,chair,bicycle,bottle,elephant,truck,airplane,cat,boat,car,keyboard,knife,oven,bear
n01829413_4190,bird,dog,truck,elephant,car,oven,keyboard,boat,cat,clock,bottle,bear,bicycle,chair,knife,airplane
n01829413_5505,bird,dog,elephant,bottle,cat,bear,clock,truck,bicycle,keyboard,chair,car,oven,knife,boat,airplane
