image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,dog,elephant,cat,bear,oven,keyboard,chair,bicycle,truck,car,clock,bottle,boat,knife,airplane
n01514859_8222,bird,dog,cat,bear,chair,elephant,truck,keyboard,oven,bottle,bicycle,car,clock,knife,airplane,boat
n01530575_3903,bird,chair,dog,cat,clock,keyboard,bottle,bicycle,oven,elephant,knife,truck,bear,car,boat,airplane
n01531178_2725,bird,dog,cat,knife,bottle,bear,keyboard,clock,oven,truck,boat,chair,elephant,bicycle,airplane,car
n01537544_8859,bird,dog,elephant,clock,cat,chair,keyboard,bottle,knife,car,truck,oven,airplane,bicycle,boat,bear
n01558993_12968,bird,clock,chair,dog,knife,cat,bicycle,truck,elephant,bottle,car,oven,airplane,keyboard,boat,bear
n01558993_14305,bird,dog,bicycle,bottle,cat,keyboard,clock,airplane,truck,oven,chair,car,knife,bear,boat,elephant
n01558993_4297,bird,dog,bear,cat,oven,bottle,keyboard,clock,chair,boat,truck,bicycle,knife,car,elephant,airplane
n01558993_6287,bird,dog,cat,bicycle,bottle,keyboard,clock,truck,car,chair,boat,knife,airplane,bear,oven,elephant
n01582220_9857,bird,dog,bottle,keyboard,knife,car,chair,truck,clock,cat,bicycle,bear,oven,boat,elephant,airplane
n01592084_2422,bird,dog,airplane,bear,clock,chair,keyboard,cat,knife,oven,bottle,boat,truck,bicycle,car,elephant
n01592084_3955,bird,dog,cat,knife,clock,airplane,bear,keyboard,oven,bottle,chair,boat,truck,car,elephant,bicycle
n01601694_10499,bird,dog,oven,bottle,bear,keyboard,elephant,cat,chair,boat,truck,clock,airplane,car,knife,bicycle
n01601694_9470,bird,dog,keyboard,oven,cat,chair,airplane,clock,bottle,boat,knife,bicycle,car,bear,truck,elephant
n01616318_3247,bird,cat,truck,dog,clock,bicycle,chair,bear,keyboard,car,airplane,boat,bottle,elephant,knife,oven
n01622779_1364,bird,dog,elephant,cat,bear,clock,truck,bottle,keyboard,bicycle,boat,chair,car,knife,oven,airplane
n01622779_1961,bird,dog,cat,bear,clock,truck,knife,bottle,keyboard,chair,oven,car,bicycle,elephant,boat,airplane
n01622779_9829,bird,dog,cat,truck,bottle,bear,clock,keyboard,oven,chair,car,knife,bicycle,elephant,airplane,boat
n01795545_1515,bird,dog,truck,elephant,car,bottle,keyboard,cat,chair,clock,knife,bear,boat,bicycle,airplane,oven
n01795545_9555,bird,dog,elephant,cat,bear,bottle,bicycle,keyboard,knife,chair,truck,clock,car,boat,airplane,oven
n01796340_11254,bird,dog,keyboard,cat,bottle,boat,bicycle,knife,clock,car,truck,bear,chair,airplane,oven,elephant
n01796340_5058,bird,dog,bicycle,bear,oven,cat,boat,elephant,truck,bottle,knife,keyboard,car,airplane,clock,chair
