image_name,knife,keyboard,elephant,bicycle,airplane,clock,oven,chair,bear,boat,cat,bottle,truck,car,bird,dog,correct
n01514859_3837,3.67726422303549e-06,6.076896204907242e-06,0.0001145488495199,1.611941995860282e-05,5.7413539775769455e-06,5.395126327862229e-05,0.0016787923975806,2.914788373344937e-05,0.0006375861714557,1.5464993848957392e-05,0.0013964104256725,0.0001396228619543,0.0002413702515899,2.031194536434119e-06,0.9931157332721374,0.0025437255003276,1
n01514859_8222,3.921263189318459e-06,1.9226713689366115e-05,2.874125191389948e-05,3.415274994131424e-06,6.951765611291957e-05,1.739800391024319e-05,5.0562248546134664e-05,6.344406604035207e-05,0.0018170541136675,1.4406611159586566e-05,0.1190003721949188,9.025393728634296e-05,1.8451168368065248e-05,3.580385696288958e-06,0.8691482444205091,0.0096514106899977,1
n01530575_3903,4.919892124619826e-07,2.2944192222947055e-07,3.766596927199233e-07,8.03108949646167e-06,4.789433053318279e-07,4.805902003304514e-06,1.2050972736413925e-06,6.839416500726545e-06,8.00006493718205e-07,3.859252349943031e-07,6.305772612748381e-06,6.711377969549634e-06,1.150143759860233e-07,2.5283646720243387e-08,0.9999549903584686,8.207721790799101e-06,1
n01531178_2725,2.63057822539969e-07,2.7131539129698872e-08,1.2505878591840473e-08,1.786744749952126e-07,1.657097167106048e-07,5.8751127462978023e-08,1.3050397310580226e-08,3.8604372895271353e-08,1.487348041465568e-06,3.286370215493232e-07,3.4806139256956836e-06,1.9715052500561439e-07,9.817442075522633e-08,9.363397785400033e-09,0.9999793561419572,1.4285085380902738e-05,1
n01537544_8859,2.057629899704657e-08,3.822799149235093e-09,3.5472661611303033e-08,1.903478648715237e-09,1.2777729407452905e-07,9.06080130293641e-08,9.775890243043446e-09,2.3248326474249898e-08,3.5433173305622996e-08,2.735217217944766e-09,1.5568703455061205e-08,7.66385605085061e-08,6.526919735407803e-09,3.721032097898431e-10,0.9999993752607352,1.7427982501164016e-07,1
n01558993_12968,1.1939534658700116e-05,4.988452768588433e-06,1.519116767929123e-05,8.356581039675405e-06,7.232666280362596e-06,0.0001487900645846,6.071430012722586e-06,7.085418780553867e-06,6.104192114201853e-06,7.15576329797622e-06,3.4808828588704434e-05,3.675977114616548e-05,4.227395121876946e-06,1.1661548079615863e-06,0.9996060361496004,9.408642951816684e-05,1
n01558993_14305,8.455383992245374e-12,2.8846636793470378e-11,6.113658803171719e-12,4.500159587533286e-10,1.1958657010121643e-09,8.223458817700649e-11,2.3163056775839248e-11,7.70150945549061e-11,4.6777274668914035e-11,3.285453353833094e-11,1.3083260012812343e-09,1.3754750488452434e-09,5.0928824765279694e-11,1.2376600491909286e-11,0.999999991826808,3.474743799327791e-09,1
n01558993_4297,1.353834026939133e-05,1.4821191090783108e-05,4.861130091897964e-06,5.232218353096477e-06,6.348554607388235e-06,2.1149039282857217e-05,7.229991286599904e-06,6.614460031633671e-06,0.0038269843137588,1.9494223909963667e-05,0.0036957590606477,7.56138467890052e-05,5.629938648460834e-06,1.1074627013125269e-06,0.9808948412561324,0.0114007749723986,1
n01558993_6287,4.809361228990941e-10,4.674480886681046e-10,5.697342683284519e-10,3.2905409176037893e-09,3.423250538027625e-07,3.0956022101365424e-09,2.2813995630015355e-10,1.1548352096172611e-09,2.454406383360923e-09,1.8453236473649388e-08,2.6706804128402177e-08,2.6542673830234844e-08,5.617195647828605e-09,8.548287579200723e-10,0.9999993890939776,1.7866458665326992e-07,1
n01582220_9857,0.0003415459763948,0.0001247063219211,1.0130062168614784e-05,1.9600067219841535e-05,7.91299087131417e-06,2.306291677926216e-05,4.145404445110105e-06,3.479007501017572e-05,0.0001381837973323,1.4422071968400074e-05,7.933222007960427e-05,0.000349828477845,7.920004043388834e-06,4.018921534650451e-06,0.9985160001143027,0.0003244005780833,1
n01592084_2422,5.374880473725434e-10,4.849357761732291e-10,8.358376678487265e-11,1.100088946397297e-09,3.929948734336519e-09,4.137185020859027e-10,1.2098809552923171e-09,3.9361883703766226e-10,9.491996606713546e-09,7.445050992072576e-10,3.423471361277124e-08,7.066242361634981e-09,5.730583936324803e-10,9.7707938959946e-11,0.9999996669324708,2.7270604163708757e-07,1
n01592084_3955,0.0001875457585337,4.2248752725489035e-05,2.2808780784892e-05,1.2851296804447474e-05,0.000189711798165,6.371188143824395e-05,1.7736955341851022e-05,7.008227707617435e-05,2.839018166180056e-05,1.2106839020280978e-05,0.000158648212061,0.001136819878569,1.2061283351274336e-05,2.80572462269725e-06,0.9977756579865968,0.0002668123932471,1
n01601694_10499,1.4004770125365655e-08,1.0441281627497472e-08,1.193710132697283e-07,4.2547888680275135e-09,1.3650531978922468e-08,1.0908340655337978e-08,3.6510983293767067e-09,8.711684451019911e-08,9.207644332667464e-07,1.678679948919643e-07,6.966562056255539e-08,1.7900837923227225e-07,3.1056289839191807e-09,1.1892921194151406e-09,0.99998870010253,9.694897451620178e-06,1
n01601694_9470,5.236780419519435e-09,4.357780420598571e-08,5.167264532635785e-10,1.3735531179055232e-08,5.569676898668881e-09,6.3229945509423205e-09,5.007302925570771e-09,6.963873144926313e-08,3.9570480110713814e-09,1.8744870330939195e-08,2.0764505308340457e-07,1.4959979763910025e-07,2.9731298227544673e-09,1.1021699607958195e-09,0.9999992952076904,1.7116469251243556e-07,1
n01616318_3247,2.519819245158784e-06,1.9795885916412495e-05,0.0001394221437314,3.416295485775857e-05,2.219562010953107e-05,8.310410716178445e-05,3.89469678215543e-06,5.721016134313001e-05,0.0001234500284028,1.7715074408709675e-05,0.0012060118807617,1.754884177613877e-05,0.0002449558992082,2.7989904053721217e-05,0.9967786931263548,0.0012213298558864,1
n01622779_1364,6.9013201767532205e-06,3.9887020834647294e-05,6.841351192001046e-05,5.6657653798522106e-05,4.263332044493128e-06,0.0067898887489512,3.641594193610776e-05,1.558995165357488e-05,2.968205593775653e-05,1.0551716818745116e-05,0.0031780030082338,5.28830060132927e-05,5.836140677293553e-05,7.930594310048545e-06,0.9833384359945072,0.0063061347360907,1
n01622779_1961,1.0949399864381959e-11,7.8982418570862e-11,3.423216843874176e-11,8.443082102629981e-12,1.7362807435104597e-12,2.8414467997971647e-10,3.084359867336455e-11,6.643256685687825e-10,1.321362592701942e-10,1.5880034939961449e-12,2.3779403861008538e-08,1.8172533186229055e-10,3.750657791583479e-11,8.624245943442708e-13,0.999989747147615,1.0227605505173108e-05,1
n01622779_9829,4.2422375057487416e-08,6.885211267264559e-07,2.6278730125282122e-08,8.971004353629048e-07,1.2951823442292682e-08,2.1720381013533785e-06,3.960297199222165e-07,7.004657877500522e-07,1.6060611014944838e-07,2.5087393114799713e-08,5.036569621035695e-05,4.045357020157127e-07,5.294123566255171e-07,2.6294521489239283e-08,0.9998816655896036,6.188697000291902e-05,1
n01795545_1515,1.1750697277650572e-11,2.1951644677021632e-11,7.620597565834485e-12,4.494609375931295e-10,3.0829265242902906e-11,1.4379882850681834e-11,8.600996097449553e-12,1.6981019047684602e-10,4.917999390841395e-10,3.1913205145125606e-11,3.4849966003876315e-10,3.78939319953397e-09,4.826389685170779e-11,3.8767078786862937e-11,0.9999999900801474,4.456811431639833e-09,1
n01795545_9555,1.7210860067712463e-06,1.866192035911567e-07,7.010805971926019e-06,5.377011884204774e-06,2.0955676382838022e-06,1.068752604519112e-06,6.279539035941057e-08,6.168918264077289e-07,0.0001213931347708,2.526066728100031e-06,4.343543938971712e-05,8.869549261571685e-06,5.072463812555742e-07,4.316413620478395e-07,0.9995284088456916,0.0002762885458888,1
n01796340_11254,8.621218897989148e-08,6.734398542760114e-08,2.380401526491277e-09,5.85450829875516e-08,2.192631662481574e-07,2.41277480869876e-08,8.223015831180201e-09,2.815992427658411e-08,4.4148085551613746e-08,7.848675672898908e-08,1.5692786710808298e-06,3.239430549844606e-07,5.0190244048113873e-08,1.0057730173124094e-08,0.9999946581591892,2.7714807547748627e-06,1
n01796340_5058,2.5084160365407915e-08,4.696500240009415e-09,1.4617848474107576e-08,6.705255736956147e-08,2.915781948424277e-07,1.3710078320974173e-07,3.769391877605406e-09,1.0616056171685083e-08,1.2579904349845929e-06,2.1483393944982393e-07,8.606332226184758e-07,1.0469591217103713e-07,1.2048442522903113e-08,7.626256454721428e-09,0.99998165637684,1.533127945923992e-05,1
n01798484_2289,9.704928438336842e-10,2.8086745365825467e-09,7.560516206396216e-09,1.1854991206073579e-09,2.734005203555277e-09,3.5518436226229616e-10,5.990698799263413e-10,1.165856564866988e-08,2.13571760347633e-08,7.335619734760454e-10,3.536393013487298e-05,1.5564892758290797e-08,1.0949342120713322e-09,7.732515967495326e-10,0.9999643217636828,2.469103577884051e-07,1
n01798484_3762,3.913348954088285e-09,3.21408979500687e-08,3.5144346994208844e-08,2.6940862637415413e-08,1.0741244142287125e-07,1.2255421378719098e-08,1.2365960419187581e-09,1.675079888564431e-07,3.303028236139964e-09,5.497453032837093e-09,4.228229511590241e-05,3.435492208063432e-08,6.163246925045593e-09,6.908146320910053e-09,0.9999571164747658,1.5845141749345328e-07,1
n01798484_3874,1.81009579950758e-08,1.4529139229247088e-08,9.443428314166777e-08,1.0348378908797339e-07,2.1189456120368506e-07,9.44141213677985e-08,2.8550440925745842e-08,7.334951590863154e-08,1.8675711746930137e-07,3.170134457785689e-08,8.015240917916537e-07,6.964924466867403e-07,4.0950866822373036e-08,1.2105006780828531e-08,0.9999942935735752,3.298138741851016e-06,1
n01798484_5988,1.2800186405397736e-09,2.2283285865701183e-08,3.7634849279139814e-08,3.4327217570212123e-09,1.2361423675687264e-08,2.2966965398596852e-08,3.5268259506117454e-08,1.115503878765741e-07,1.2214379388068993e-08,8.254958019513743e-09,0.0001503749103353,3.517984574010752e-08,1.6499149371348346e-09,4.252815697854463e-09,0.9998490760399744,2.407198644478023e-07,1
