image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,dog,cat,bear,bicycle,elephant,bottle,truck,oven,chair,car,boat,keyboard,knife,clock,airplane
n01514859_8222,bird,dog,cat,bear,oven,elephant,chair,bicycle,bottle,truck,boat,knife,clock,car,keyboard,airplane
n01530575_3903,bird,chair,dog,cat,bicycle,knife,bottle,oven,boat,bear,airplane,keyboard,clock,truck,car,elephant
n01531178_2725,bird,knife,dog,boat,cat,bottle,airplane,bear,chair,elephant,clock,keyboard,oven,truck,bicycle,car
n01537544_8859,bird,chair,cat,dog,bottle,bear,knife,oven,bicycle,clock,elephant,keyboard,car,boat,truck,airplane
n01558993_12968,bird,knife,dog,bottle,bicycle,clock,elephant,bear,cat,oven,boat,truck,keyboard,car,airplane,chair
n01558993_14305,bird,dog,bottle,bicycle,cat,knife,oven,bear,clock,car,truck,boat,keyboard,chair,airplane,elephant
n01558993_4297,bird,dog,bear,cat,bottle,knife,oven,elephant,keyboard,boat,bicycle,truck,chair,car,clock,airplane
n01558993_6287,bird,bottle,dog,boat,bicycle,car,cat,clock,truck,bear,airplane,knife,oven,chair,keyboard,elephant
n01582220_9857,bird,dog,bear,boat,airplane,chair,knife,cat,bottle,elephant,bicycle,car,truck,clock,keyboard,oven
n01592084_2422,bird,cat,dog,bottle,bear,knife,keyboard,airplane,chair,oven,elephant,boat,car,bicycle,truck,clock
n01592084_3955,bird,cat,dog,bear,knife,bottle,chair,keyboard,airplane,elephant,clock,boat,bicycle,truck,car,oven
n01601694_10499,bird,boat,dog,bottle,bear,knife,cat,bicycle,elephant,keyboard,airplane,oven,clock,car,chair,truck
n01601694_9470,bird,dog,bottle,bicycle,cat,keyboard,boat,bear,airplane,chair,car,knife,oven,truck,clock,elephant
n01616318_3247,bird,bear,dog,cat,elephant,bottle,truck,bicycle,boat,car,knife,keyboard,clock,airplane,chair,oven
n01622779_1364,bird,dog,cat,bear,elephant,bottle,bicycle,keyboard,clock,truck,boat,car,knife,chair,oven,airplane
n01622779_1961,bird,cat,dog,bear,bicycle,elephant,clock,knife,chair,truck,bottle,boat,keyboard,car,oven,airplane
n01622779_9829,bird,dog,cat,bear,bottle,clock,keyboard,chair,bicycle,boat,knife,elephant,truck,oven,car,airplane
n01795545_1515,bird,dog,bear,bottle,cat,elephant,chair,truck,boat,bicycle,car,keyboard,clock,knife,airplane,oven
n01795545_9555,bird,dog,bear,cat,bottle,boat,elephant,bicycle,truck,chair,knife,clock,airplane,car,keyboard,oven
n01796340_11254,bird,dog,cat,bottle,bear,knife,truck,bicycle,boat,clock,keyboard,airplane,chair,oven,car,elephant
n01796340_5058,bird,dog,bear,bicycle,cat,bottle,boat,car,knife,airplane,elephant,truck,chair,keyboard,oven,clock
n01798484_2289,bird,dog,cat,chair,elephant,bear,bottle,truck,keyboard,bicycle,car,boat,oven,knife,airplane,clock
n01798484_3762,bird,chair,cat,dog,keyboard,bottle,elephant,boat,truck,car,bicycle,bear,airplane,knife,clock,oven
n01798484_3874,bird,dog,bear,elephant,cat,bicycle,bottle,truck,chair,car,boat,keyboard,knife,oven,airplane,clock
n01798484_5988,bird,chair,dog,cat,bottle,elephant,oven,keyboard,bear,boat,bicycle,truck,car,airplane,clock,knife
n01817953_1534,bird,dog,bear,elephant,oven,bottle,knife,bicycle,keyboard,cat,boat,chair,clock,truck,car,airplane
n01818515_2312,bird,elephant,dog,cat,bear,bicycle,clock,truck,boat,airplane,bottle,car,chair,knife,keyboard,oven
n01818515_7947,bird,dog,bicycle,bottle,knife,clock,elephant,keyboard,truck,oven,chair,cat,bear,boat,car,airplane
n01818515_8968,bird,elephant,bicycle,cat,dog,chair,knife,bear,bottle,oven,truck,clock,boat,car,airplane,keyboard
n01819313_3638,bird,bear,dog,cat,knife,elephant,bottle,chair,boat,keyboard,oven,airplane,bicycle,clock,truck,car
n01820546_1354,bird,dog,bottle,bear,knife,elephant,cat,clock,oven,bicycle,boat,keyboard,chair,truck,car,airplane
n01820546_4631,bird,bear,cat,dog,bottle,knife,bicycle,elephant,keyboard,clock,oven,truck,airplane,chair,boat,car
n01824575_2244,bird,bear,cat,dog,elephant,knife,bicycle,oven,bottle,clock,chair,truck,keyboard,boat,car,airplane
n01824575_2746,bird,dog,bear,cat,knife,elephant,bottle,chair,oven,boat,bicycle,clock,keyboard,airplane,truck,car
n01824575_3514,bird,dog,bottle,bear,cat,knife,elephant,oven,bicycle,chair,keyboard,truck,clock,boat,airplane,car
n01828970_2030,bird,dog,bottle,cat,chair,elephant,boat,knife,car,bear,airplane,bicycle,keyboard,clock,truck,oven
n01829413_4190,bird,knife,bottle,elephant,bicycle,dog,boat,bear,oven,keyboard,cat,truck,car,chair,clock,airplane
n01829413_5505,bird,dog,bottle,cat,elephant,bicycle,bear,clock,chair,knife,boat,truck,keyboard,car,oven,airplane
n01843065_7445,bird,dog,oven,cat,bottle,bear,knife,airplane,keyboard,chair,truck,boat,car,elephant,clock,bicycle
n01855032_5743,bird,dog,bear,boat,bottle,elephant,car,bicycle,cat,truck,knife,keyboard,airplane,oven,clock,chair
n01855672_7426,bird,dog,elephant,bear,knife,bottle,airplane,boat,cat,car,keyboard,truck,chair,bicycle,clock,oven
n01860187_210,bird,elephant,dog,boat,bottle,bear,chair,bicycle,cat,truck,car,keyboard,knife,oven,clock,airplane
n01860187_38598,bird,dog,elephant,bottle,bicycle,bear,boat,chair,clock,cat,truck,knife,oven,keyboard,airplane,car
n01860187_7878,bird,bear,dog,bottle,cat,elephant,bicycle,oven,knife,boat,chair,truck,keyboard,car,clock,airplane
n02002556_139,bird,dog,airplane,bottle,elephant,chair,bicycle,clock,truck,cat,boat,car,bear,knife,keyboard,oven
n02002556_17975,bird,elephant,clock,dog,bicycle,truck,bear,bottle,cat,boat,airplane,chair,car,knife,oven,keyboard
n02002556_1936,bird,dog,elephant,chair,cat,boat,bottle,bicycle,bear,truck,knife,clock,car,airplane,keyboard,oven
n02002724_1654,bird,dog,bottle,bear,elephant,cat,boat,bicycle,clock,truck,knife,chair,keyboard,car,airplane,oven
n02006656_11301,bird,dog,elephant,bear,cat,bicycle,bottle,boat,oven,knife,clock,chair,car,truck,airplane,keyboard
n02006656_30849,bird,bottle,dog,knife,boat,cat,elephant,chair,bear,clock,car,airplane,bicycle,truck,keyboard,oven
n02007558_7614,bird,dog,elephant,bottle,bear,chair,keyboard,clock,boat,cat,truck,knife,oven,airplane,car,bicycle
n02009229_2294,bird,elephant,boat,dog,bottle,car,bear,clock,airplane,truck,chair,knife,cat,keyboard,bicycle,oven
n02011460_5735,bird,cat,dog,bottle,knife,boat,chair,bicycle,bear,elephant,clock,truck,car,keyboard,oven,airplane
n02011460_7877,bird,dog,boat,bottle,chair,car,elephant,cat,bicycle,bear,oven,truck,clock,keyboard,knife,airplane
n02013706_1024,bird,dog,bottle,chair,bicycle,keyboard,car,clock,elephant,bear,boat,truck,cat,knife,airplane,oven
n02013706_6035,bird,dog,elephant,bottle,boat,cat,bicycle,chair,bear,truck,car,clock,knife,airplane,keyboard,oven
n02017213_15262,bird,dog,bottle,chair,boat,bear,bicycle,cat,knife,oven,keyboard,clock,airplane,truck,car,elephant
n02017213_17013,bird,dog,bear,bottle,elephant,boat,bicycle,cat,oven,airplane,truck,knife,keyboard,clock,chair,car
n02017213_4855,bird,dog,bear,cat,elephant,knife,boat,bottle,oven,chair,clock,keyboard,airplane,truck,bicycle,car
n02025239_2481,bird,dog,boat,bear,bottle,cat,airplane,bicycle,oven,truck,keyboard,chair,car,knife,elephant,clock
n02025239_3073,bird,dog,boat,bottle,bear,bicycle,car,chair,cat,airplane,truck,keyboard,oven,clock,knife,elephant
n02025239_7274,bird,dog,boat,bear,bottle,bicycle,cat,car,chair,truck,elephant,airplane,clock,oven,keyboard,knife
n02027492_1678,bird,boat,dog,bear,airplane,bottle,chair,clock,bicycle,keyboard,knife,cat,oven,car,truck,elephant
n02027492_20576,bird,boat,dog,bottle,chair,bicycle,bear,cat,airplane,car,oven,truck,elephant,keyboard,knife,clock
n02027492_2457,bird,dog,boat,chair,bottle,clock,bear,bicycle,oven,airplane,truck,keyboard,car,cat,elephant,knife
