image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,dog,oven,cat,bear,truck,bottle,elephant,clock,chair,bicycle,boat,keyboard,airplane,knife,car
n01514859_8222,bird,cat,dog,bear,bottle,airplane,chair,oven,elephant,keyboard,truck,clock,boat,knife,car,bicycle
n01530575_3903,bird,dog,bicycle,chair,bottle,cat,clock,oven,bear,knife,airplane,boat,elephant,keyboard,truck,car
n01531178_2725,bird,dog,cat,bear,boat,knife,bottle,bicycle,airplane,truck,clock,chair,keyboard,oven,elephant,car
n01537544_8859,bird,dog,airplane,clock,bottle,elephant,bear,chair,knife,cat,oven,truck,keyboard,boat,bicycle,car
n01558993_12968,bird,clock,dog,bottle,cat,elephant,knife,bicycle,airplane,boat,chair,bear,oven,keyboard,truck,car
n01558993_14305,bird,dog,bottle,cat,airplane,bicycle,clock,chair,truck,bear,boat,keyboard,oven,car,knife,elephant
n01558993_4297,bird,dog,bear,cat,bottle,clock,boat,keyboard,knife,oven,chair,airplane,truck,bicycle,elephant,car
n01558993_6287,bird,airplane,dog,cat,bottle,boat,truck,bicycle,clock,bear,chair,car,elephant,knife,keyboard,oven
n01582220_9857,bird,bottle,knife,dog,bear,keyboard,cat,chair,clock,bicycle,boat,elephant,truck,airplane,oven,car
n01592084_2422,bird,dog,cat,bear,bottle,airplane,oven,bicycle,boat,truck,knife,keyboard,clock,chair,car,elephant
n01592084_3955,bird,bottle,dog,airplane,knife,cat,chair,clock,keyboard,bear,elephant,oven,bicycle,boat,truck,car
n01601694_10499,bird,dog,bear,bottle,boat,elephant,chair,cat,knife,airplane,clock,keyboard,bicycle,oven,truck,car
n01601694_9470,bird,cat,dog,bottle,chair,keyboard,boat,bicycle,clock,airplane,knife,oven,bear,truck,car,elephant
n01616318_3247,bird,dog,cat,truck,elephant,bear,clock,chair,bicycle,car,airplane,keyboard,boat,bottle,oven,knife
n01622779_1364,bird,clock,dog,cat,elephant,truck,bicycle,bottle,keyboard,oven,bear,chair,boat,car,knife,airplane
n01622779_1961,bird,dog,cat,chair,clock,bottle,bear,keyboard,truck,elephant,oven,knife,bicycle,airplane,boat,car
n01622779_9829,bird,dog,cat,clock,bicycle,chair,keyboard,truck,bottle,oven,bear,knife,car,elephant,boat,airplane
n01795545_1515,bird,dog,bottle,bear,bicycle,cat,chair,truck,car,boat,airplane,keyboard,clock,knife,oven,elephant
n01795545_9555,bird,dog,bear,cat,bottle,elephant,bicycle,boat,airplane,knife,clock,chair,truck,car,keyboard,oven
n01796340_11254,bird,dog,cat,bottle,airplane,knife,boat,keyboard,bicycle,truck,bear,chair,clock,car,oven,elephant
n01796340_5058,bird,dog,bear,cat,airplane,boat,clock,bottle,bicycle,knife,elephant,truck,chair,car,keyboard,oven
n01798484_2289,bird,cat,dog,bear,bottle,chair,elephant,keyboard,airplane,bicycle,truck,knife,car,boat,oven,clock
n01798484_3762,bird,cat,chair,dog,airplane,elephant,bottle,keyboard,bicycle,clock,car,truck,boat,knife,bear,oven
n01798484_3874,bird,dog,cat,bottle,airplane,bear,bicycle,elephant,clock,chair,truck,boat,oven,knife,keyboard,car
n01798484_5988,bird,cat,dog,chair,elephant,oven,bottle,clock,keyboard,airplane,bear,boat,car,bicycle,truck,knife
n01817953_1534,bird,oven,dog,cat,bear,elephant,truck,chair,bottle,clock,knife,keyboard,boat,airplane,bicycle,car
n01818515_2312,bird,airplane,elephant,dog,clock,cat,bear,boat,truck,keyboard,chair,bottle,knife,oven,car,bicycle
n01818515_7947,bird,cat,dog,bottle,bear,bicycle,chair,oven,knife,clock,truck,elephant,keyboard,airplane,boat,car
n01818515_8968,bird,cat,dog,elephant,clock,bottle,airplane,truck,bear,bicycle,chair,boat,oven,knife,car,keyboard
n01819313_3638,bird,dog,bear,cat,bottle,chair,knife,clock,elephant,keyboard,boat,oven,truck,bicycle,airplane,car
n01820546_1354,bird,dog,cat,bear,bottle,elephant,oven,knife,clock,keyboard,bicycle,truck,chair,airplane,boat,car
n01820546_4631,bird,cat,dog,bottle,clock,airplane,bear,knife,bicycle,truck,elephant,chair,oven,keyboard,boat,car
n01824575_2244,bird,cat,bear,elephant,dog,clock,bottle,truck,chair,bicycle,knife,keyboard,airplane,boat,oven,car
n01824575_2746,bird,bottle,cat,bicycle,dog,truck,airplane,oven,bear,chair,clock,keyboard,boat,car,knife,elephant
n01824575_3514,bird,cat,dog,airplane,bear,bottle,clock,knife,elephant,boat,chair,keyboard,truck,oven,bicycle,car
n01828970_2030,bird,airplane,clock,boat,dog,elephant,bottle,chair,truck,bicycle,cat,knife,car,keyboard,oven,bear
n01829413_4190,bird,dog,elephant,cat,bicycle,bottle,car,clock,boat,truck,chair,oven,keyboard,knife,bear,airplane
n01829413_5505,bird,dog,cat,bottle,chair,elephant,bear,boat,oven,clock,keyboard,truck,airplane,bicycle,car,knife
n01843065_7445,bird,oven,airplane,cat,clock,dog,bear,truck,boat,knife,bottle,keyboard,chair,elephant,bicycle,car
n01855032_5743,bird,dog,bear,bottle,elephant,boat,bicycle,chair,truck,cat,oven,car,clock,keyboard,knife,airplane
n01855672_7426,bird,dog,cat,bottle,boat,keyboard,truck,bear,bicycle,elephant,knife,clock,chair,car,airplane,oven
n01860187_210,bird,dog,boat,elephant,bear,bottle,cat,truck,clock,keyboard,oven,chair,bicycle,car,airplane,knife
n01860187_38598,bird,dog,bear,cat,clock,bottle,elephant,bicycle,chair,boat,keyboard,truck,knife,oven,car,airplane
n01860187_7878,bird,oven,dog,cat,bottle,elephant,bear,bicycle,chair,keyboard,knife,truck,clock,boat,car,airplane
n02002556_139,bird,airplane,dog,clock,elephant,bottle,boat,chair,cat,knife,bear,bicycle,truck,car,keyboard,oven
n02002556_17975,bird,bicycle,boat,clock,truck,cat,dog,airplane,bottle,bear,elephant,car,keyboard,chair,oven,knife
n02002556_1936,bird,dog,airplane,cat,bear,elephant,truck,bottle,clock,boat,car,chair,keyboard,bicycle,knife,oven
n02002724_1654,bird,dog,cat,bottle,clock,oven,truck,bear,airplane,bicycle,elephant,chair,keyboard,boat,knife,car
n02006656_11301,bird,dog,elephant,cat,bear,clock,bottle,airplane,truck,keyboard,boat,bicycle,knife,chair,oven,car
n02006656_30849,bird,dog,elephant,airplane,cat,knife,chair,clock,boat,bear,bottle,bicycle,truck,keyboard,oven,car
n02007558_7614,bird,dog,bottle,elephant,bear,clock,cat,oven,chair,knife,truck,keyboard,boat,airplane,bicycle,car
n02009229_2294,bird,dog,airplane,elephant,clock,bottle,knife,cat,boat,chair,truck,keyboard,car,bear,bicycle,oven
n02011460_5735,bird,dog,bottle,cat,truck,bicycle,chair,clock,boat,oven,elephant,bear,keyboard,car,airplane,knife
n02011460_7877,bird,dog,cat,oven,bottle,truck,clock,keyboard,bicycle,elephant,bear,car,boat,chair,airplane,knife
n02013706_1024,bird,bottle,cat,dog,truck,bear,clock,chair,bicycle,oven,keyboard,airplane,knife,elephant,boat,car
n02013706_6035,bird,dog,airplane,cat,elephant,clock,bottle,keyboard,bear,bicycle,truck,boat,chair,oven,car,knife
n02017213_15262,bird,bottle,dog,airplane,boat,clock,chair,keyboard,bicycle,cat,oven,bear,truck,elephant,knife,car
n02017213_17013,bird,dog,bottle,oven,bear,bicycle,cat,elephant,airplane,clock,boat,truck,chair,knife,keyboard,car
n02017213_4855,dog,bird,cat,bear,boat,clock,truck,elephant,chair,keyboard,bicycle,oven,bottle,car,knife,airplane
n02025239_2481,bird,dog,boat,cat,keyboard,truck,oven,bicycle,clock,bear,chair,airplane,bottle,knife,car,elephant
n02025239_3073,bird,dog,boat,truck,airplane,bicycle,bottle,clock,cat,chair,keyboard,oven,car,bear,knife,elephant
n02025239_7274,bird,dog,cat,boat,bear,bicycle,bottle,truck,clock,keyboard,knife,elephant,airplane,chair,car,oven
n02027492_1678,bird,dog,clock,airplane,boat,bicycle,bottle,keyboard,truck,chair,oven,bear,cat,car,elephant,knife
n02027492_20576,bird,dog,bicycle,boat,bottle,clock,airplane,truck,cat,keyboard,chair,oven,bear,elephant,knife,car
n02027492_2457,bird,oven,dog,clock,bottle,keyboard,chair,cat,boat,airplane,bicycle,truck,knife,bear,elephant,car
n02027492_9899,bird,dog,bottle,oven,clock,boat,cat,bicycle,elephant,chair,keyboard,airplane,bear,truck,car,knife
n02028035_23375,bird,boat,dog,elephant,airplane,clock,bear,truck,bicycle,cat,chair,bottle,keyboard,car,knife,oven
n02028035_26229,bird,dog,chair,cat,bottle,boat,airplane,elephant,keyboard,bicycle,bear,clock,oven,knife,truck,car
n02028035_4569,bird,dog,oven,clock,boat,bottle,elephant,truck,bear,keyboard,bicycle,cat,airplane,chair,car,knife
n02033041_17119,bird,dog,bottle,clock,oven,truck,bicycle,elephant,chair,bear,cat,boat,keyboard,car,airplane,knife
n02037110_3267,bird,dog,bear,bicycle,boat,cat,elephant,airplane,truck,bottle,keyboard,clock,car,knife,oven,chair
n02037110_3653,bird,dog,bear,boat,elephant,cat,bottle,bicycle,truck,chair,clock,oven,knife,airplane,keyboard,car
n02056570_1691,bird,dog,cat,bottle,truck,keyboard,car,boat,chair,knife,clock,elephant,airplane,bicycle,bear,oven
n02056570_727,dog,bird,keyboard,boat,airplane,chair,truck,elephant,bicycle,bear,clock,bottle,car,cat,knife,oven
n02085936_5775,dog,cat,bird,bottle,bear,truck,airplane,clock,boat,oven,keyboard,chair,car,knife,bicycle,elephant
n02089078_8273,dog,bird,cat,chair,elephant,bear,bottle,knife,truck,oven,boat,keyboard,bicycle,clock,car,airplane
n02089867_5477,dog,bird,truck,chair,cat,bottle,bicycle,clock,boat,knife,keyboard,oven,bear,airplane,elephant,car
n02090379_1687,dog,cat,keyboard,bird,clock,bottle,chair,knife,elephant,truck,oven,car,boat,bicycle,bear,airplane
n02090379_1932,dog,cat,bird,bear,oven,bottle,elephant,keyboard,knife,clock,truck,bicycle,boat,car,chair,airplane
n02090379_3045,dog,bear,truck,keyboard,cat,bird,bottle,clock,knife,boat,chair,elephant,bicycle,oven,car,airplane
n02090721_5305,dog,bear,cat,elephant,truck,bird,bottle,car,boat,keyboard,oven,clock,airplane,knife,chair,bicycle
n02091032_6740,dog,bird,cat,bottle,elephant,boat,bear,truck,keyboard,chair,oven,knife,clock,airplane,car,bicycle
n02091032_7280,dog,bear,cat,keyboard,bird,clock,bottle,knife,truck,boat,elephant,bicycle,chair,car,oven,airplane
n02091134_12017,dog,cat,elephant,bird,bear,keyboard,bicycle,clock,knife,bottle,truck,oven,boat,chair,car,airplane
n02091134_7486,dog,cat,bird,bear,bottle,elephant,boat,keyboard,chair,car,truck,bicycle,clock,airplane,knife,oven
n02091831_6436,dog,bird,truck,cat,bear,bicycle,boat,bottle,car,clock,elephant,chair,keyboard,oven,knife,airplane
n02092339_3174,dog,elephant,bird,cat,truck,boat,bear,clock,keyboard,bottle,bicycle,chair,oven,knife,car,airplane
n02092339_7356,dog,elephant,bear,bird,truck,chair,cat,keyboard,bottle,boat,car,oven,bicycle,clock,knife,airplane
n02093256_12628,dog,chair,bottle,bird,cat,clock,elephant,bear,keyboard,oven,truck,knife,boat,airplane,bicycle,car
n02093647_1494,dog,bear,bird,cat,clock,keyboard,elephant,truck,chair,knife,airplane,boat,bottle,oven,car,bicycle
n02093754_5012,dog,bird,cat,bear,truck,bottle,boat,elephant,airplane,oven,clock,chair,keyboard,bicycle,car,knife
n02093859_2564,dog,bird,bear,cat,chair,elephant,bottle,truck,clock,keyboard,bicycle,knife,oven,boat,car,airplane
n02094114_7024,keyboard,knife,bottle,dog,bird,cat,clock,bear,elephant,oven,chair,truck,bicycle,boat,car,airplane
n02094258_1036,dog,cat,bird,bottle,bear,clock,keyboard,knife,elephant,bicycle,truck,boat,chair,airplane,oven,car
n02094433_5663,cat,dog,keyboard,bird,bear,bottle,clock,knife,bicycle,truck,oven,chair,car,boat,elephant,airplane
n02095570_2773,dog,cat,bear,bird,truck,elephant,boat,bottle,keyboard,bicycle,knife,chair,clock,oven,airplane,car
n02095570_4436,cat,dog,bird,bottle,bear,keyboard,chair,clock,oven,truck,knife,bicycle,boat,elephant,car,airplane
n02096294_12418,dog,cat,bird,bear,bottle,truck,clock,keyboard,chair,boat,elephant,oven,car,bicycle,knife,airplane
n02096437_1559,dog,cat,bear,bird,oven,truck,clock,chair,bottle,keyboard,boat,car,elephant,knife,airplane,bicycle
n02097130_2321,dog,bear,cat,bird,keyboard,bottle,chair,truck,clock,boat,elephant,bicycle,knife,car,oven,airplane
n02097298_8119,dog,cat,bird,bottle,bear,keyboard,clock,boat,truck,chair,elephant,knife,car,oven,bicycle,airplane
n02097658_1316,dog,cat,bottle,bird,keyboard,chair,truck,clock,oven,knife,bear,elephant,car,boat,bicycle,airplane
n02098105_2343,dog,bear,cat,bird,elephant,keyboard,bottle,truck,chair,clock,boat,oven,knife,airplane,car,bicycle
n02098286_2798,dog,cat,bear,bird,truck,bottle,clock,keyboard,boat,chair,oven,bicycle,airplane,knife,elephant,car
n02098286_4425,dog,cat,bear,bird,boat,elephant,bottle,truck,keyboard,bicycle,chair,knife,clock,oven,car,airplane
n02099601_5760,dog,bear,cat,bird,keyboard,clock,truck,bottle,boat,oven,elephant,knife,chair,bicycle,airplane,car
n02099712_4066,dog,clock,bear,bird,chair,elephant,bottle,boat,cat,truck,oven,keyboard,knife,bicycle,car,airplane
n02099849_1285,dog,keyboard,elephant,bird,chair,bottle,clock,cat,boat,knife,bear,truck,oven,bicycle,car,airplane
n02100583_3987,dog,elephant,bird,keyboard,chair,bottle,cat,clock,bear,truck,knife,car,boat,bicycle,oven,airplane
n02100735_10276,dog,cat,bear,bird,truck,chair,elephant,boat,keyboard,bottle,bicycle,clock,oven,car,knife,airplane
n02102040_4392,cat,dog,bird,truck,elephant,bottle,keyboard,oven,bicycle,boat,chair,clock,bear,knife,car,airplane
n02102480_10156,dog,truck,bicycle,boat,elephant,chair,bird,car,cat,bottle,bear,oven,keyboard,clock,knife,airplane
n02102480_12073,cat,dog,bear,bird,elephant,keyboard,clock,oven,truck,bottle,knife,car,chair,airplane,boat,bicycle
n02102973_7074,dog,bear,bird,boat,truck,cat,elephant,bottle,bicycle,car,chair,clock,oven,knife,keyboard,airplane
n02104029_3121,dog,bear,cat,elephant,oven,bird,keyboard,bottle,knife,truck,chair,clock,airplane,boat,car,bicycle
n02104029_7335,dog,bear,cat,bird,boat,bottle,keyboard,clock,chair,airplane,bicycle,elephant,truck,knife,car,oven
n02104365_2334,cat,dog,bird,bear,keyboard,clock,bottle,bicycle,oven,truck,chair,elephant,boat,knife,car,airplane
n02105251_5812,dog,cat,bird,bear,bottle,elephant,chair,keyboard,clock,truck,car,knife,bicycle,boat,oven,airplane
n02105505_1156,dog,cat,bird,bear,bottle,elephant,truck,keyboard,oven,airplane,chair,car,clock,boat,bicycle,knife
n02105641_14112,cat,bird,dog,boat,truck,bear,clock,bicycle,elephant,chair,keyboard,knife,oven,bottle,airplane,car
n02105641_8995,dog,cat,bear,keyboard,bird,truck,clock,bottle,boat,airplane,knife,chair,oven,bicycle,elephant,car
n02106030_17418,dog,bear,clock,cat,keyboard,bird,bicycle,truck,boat,bottle,car,chair,knife,elephant,oven,airplane
n02106030_889,dog,cat,bear,clock,keyboard,bird,truck,bottle,oven,car,elephant,boat,chair,knife,bicycle,airplane
n02106550_6482,dog,elephant,cat,bird,bear,truck,bottle,oven,keyboard,clock,boat,knife,car,bicycle,chair,airplane
n02106662_18900,dog,cat,bird,bicycle,bottle,clock,truck,bear,boat,keyboard,chair,knife,elephant,oven,car,airplane
n02106662_50313,dog,cat,keyboard,bird,bear,knife,truck,chair,bottle,clock,oven,boat,elephant,bicycle,car,airplane
n02106662_5916,dog,cat,bird,bear,keyboard,truck,chair,bottle,clock,boat,bicycle,oven,knife,elephant,car,airplane
n02107312_1546,dog,bird,bear,bottle,cat,truck,boat,bicycle,elephant,chair,clock,oven,keyboard,car,knife,airplane
n02107574_3775,dog,bicycle,truck,boat,chair,elephant,bottle,bird,cat,car,bear,oven,clock,knife,keyboard,airplane
n02107574_4993,dog,bird,cat,bear,bottle,keyboard,truck,knife,chair,bicycle,clock,elephant,oven,boat,airplane,car
n02107908_3447,bird,bear,dog,cat,bicycle,elephant,bottle,clock,boat,truck,car,chair,oven,knife,airplane,keyboard
n02108000_6970,dog,bird,bear,cat,bottle,truck,clock,boat,bicycle,chair,keyboard,car,knife,airplane,oven,elephant
n02108422_12370,dog,elephant,bear,cat,bird,truck,boat,bicycle,bottle,oven,airplane,car,keyboard,clock,chair,knife
n02108551_20183,dog,bird,bear,cat,elephant,clock,chair,bottle,keyboard,oven,truck,knife,car,boat,airplane,bicycle
n02108551_26509,dog,bear,cat,bird,elephant,truck,bottle,keyboard,bicycle,clock,boat,oven,airplane,chair,car,knife
n02108915_7266,dog,cat,bird,bear,truck,clock,chair,bottle,airplane,boat,bicycle,knife,keyboard,oven,elephant,car
n02109047_26931,dog,cat,bird,chair,bicycle,boat,knife,clock,keyboard,truck,bear,elephant,bottle,oven,car,airplane
n02109525_23299,dog,cat,bird,elephant,bear,truck,clock,bottle,boat,chair,oven,keyboard,airplane,bicycle,knife,car
n02109525_53049,dog,bear,cat,bird,elephant,truck,chair,oven,bicycle,bottle,clock,keyboard,boat,car,knife,airplane
n02111129_1530,dog,cat,elephant,bird,bear,chair,clock,keyboard,truck,bottle,oven,boat,knife,car,bicycle,airplane
n02111500_2733,dog,bear,bird,cat,keyboard,elephant,boat,bottle,knife,clock,truck,chair,oven,car,bicycle,airplane
n02111500_4875,dog,bear,bird,cat,truck,keyboard,clock,boat,elephant,bottle,car,chair,airplane,bicycle,knife,oven
n02112018_10174,dog,cat,bear,bottle,bird,clock,keyboard,truck,chair,boat,airplane,oven,bicycle,car,knife,elephant
n02112350_2615,dog,cat,bear,keyboard,bottle,truck,clock,bird,knife,bicycle,chair,boat,oven,elephant,car,airplane
n02113023_14422,dog,cat,bird,keyboard,bear,knife,bottle,oven,truck,clock,boat,bicycle,elephant,chair,airplane,car
n02113624_4001,dog,bird,cat,clock,bear,truck,bicycle,keyboard,car,oven,chair,bottle,boat,elephant,knife,airplane
n02113624_613,dog,bird,oven,bear,chair,bottle,cat,clock,keyboard,truck,knife,bicycle,elephant,boat,car,airplane
n02113712_6618,bear,dog,cat,bird,elephant,chair,oven,bottle,clock,truck,keyboard,bicycle,knife,car,boat,airplane
n02113712_913,dog,bear,cat,clock,chair,bird,keyboard,truck,bottle,elephant,knife,oven,car,boat,bicycle,airplane
n02123045_10431,cat,dog,bird,keyboard,bottle,chair,clock,bear,boat,airplane,knife,oven,truck,bicycle,car,elephant
n02123045_10717,cat,bird,dog,bottle,clock,keyboard,bicycle,oven,boat,knife,bear,chair,truck,car,elephant,airplane
n02123045_2719,cat,dog,keyboard,clock,bird,bottle,chair,oven,knife,boat,bicycle,truck,bear,car,elephant,airplane
n02123045_5057,cat,keyboard,dog,bird,clock,bottle,chair,oven,knife,truck,boat,bear,airplane,bicycle,car,elephant
n02123045_7197,cat,keyboard,dog,bird,bottle,clock,chair,knife,oven,bicycle,boat,bear,truck,elephant,car,airplane
n02123045_7902,cat,keyboard,dog,bird,bottle,elephant,oven,bear,chair,truck,knife,clock,boat,car,bicycle,airplane
n02123045_8127,cat,keyboard,dog,clock,chair,bear,bird,bottle,knife,oven,boat,truck,bicycle,airplane,elephant,car
n02123045_9305,cat,dog,keyboard,clock,bottle,bird,bear,boat,chair,knife,elephant,truck,oven,bicycle,car,airplane
n02123045_9349,cat,bird,dog,keyboard,bear,bottle,knife,clock,truck,oven,elephant,chair,boat,airplane,bicycle,car
n02123159_1008,cat,keyboard,dog,bird,bottle,clock,chair,oven,truck,knife,bear,boat,bicycle,car,airplane,elephant
n02123159_12957,cat,clock,bottle,dog,boat,bird,bear,keyboard,bicycle,truck,chair,car,oven,knife,airplane,elephant
n02123159_2663,cat,keyboard,dog,bird,bottle,truck,clock,chair,bear,oven,knife,boat,car,bicycle,elephant,airplane
n02123159_3996,cat,keyboard,dog,bottle,clock,knife,chair,bird,boat,bear,oven,elephant,truck,bicycle,car,airplane
n02123159_4952,cat,dog,bird,bear,bottle,keyboard,elephant,bicycle,knife,chair,clock,truck,boat,oven,car,airplane
n02123159_5945,cat,dog,bird,bottle,clock,bicycle,keyboard,bear,boat,truck,chair,car,oven,airplane,knife,elephant
n02123159_5950,cat,keyboard,dog,clock,bottle,bird,bear,oven,knife,chair,boat,truck,airplane,bicycle,car,elephant
n02123159_5993,cat,bird,dog,bear,elephant,oven,bicycle,keyboard,bottle,clock,truck,knife,boat,chair,airplane,car
n02123159_6294,cat,keyboard,dog,bottle,bird,clock,oven,chair,bicycle,knife,boat,bear,truck,elephant,car,airplane
n02123159_6483,cat,dog,bird,bear,bottle,keyboard,oven,truck,clock,elephant,boat,bicycle,chair,car,airplane,knife
n02123159_6960,cat,dog,bird,bottle,clock,bicycle,keyboard,boat,bear,truck,chair,car,knife,airplane,elephant,oven
n02123159_7390,cat,keyboard,dog,bottle,bird,clock,knife,chair,bear,oven,boat,bicycle,elephant,truck,airplane,car
n02123159_899,cat,dog,keyboard,bird,clock,bottle,bicycle,truck,chair,oven,boat,knife,bear,car,airplane,elephant
n02123394_1756,cat,dog,bird,bear,chair,bottle,clock,elephant,knife,keyboard,bicycle,truck,oven,airplane,boat,car
n02123394_2461,cat,dog,keyboard,bird,clock,bear,knife,bottle,truck,airplane,oven,chair,boat,elephant,car,bicycle
