image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,dog,bear,cat,oven,elephant,truck,bottle,boat,knife,chair,bicycle,clock,keyboard,car,airplane
n01514859_8222,bird,dog,cat,bear,boat,bottle,elephant,oven,chair,truck,bicycle,keyboard,knife,clock,car,airplane
n01530575_3903,bird,dog,chair,cat,keyboard,bottle,bicycle,boat,bear,knife,clock,truck,oven,car,airplane,elephant
n01531178_2725,bird,cat,dog,knife,bear,bottle,boat,keyboard,chair,truck,airplane,clock,elephant,oven,car,bicycle
n01537544_8859,bird,dog,elephant,chair,bottle,clock,keyboard,knife,bear,cat,oven,truck,boat,bicycle,airplane,car
n01558993_12968,bird,clock,knife,bottle,dog,boat,chair,truck,cat,airplane,keyboard,bear,bicycle,elephant,oven,car
n01558993_14305,bird,dog,bicycle,bottle,airplane,cat,bear,clock,boat,truck,car,knife,chair,keyboard,oven,elephant
n01558993_4297,bird,bear,cat,dog,keyboard,bottle,truck,boat,chair,knife,clock,bicycle,oven,elephant,car,airplane
n01558993_6287,bird,dog,truck,bottle,cat,boat,clock,car,bicycle,airplane,chair,elephant,knife,bear,keyboard,oven
n01582220_9857,bird,dog,bottle,knife,keyboard,boat,cat,chair,bear,clock,truck,elephant,car,bicycle,oven,airplane
n01592084_2422,bird,dog,cat,airplane,bear,keyboard,bottle,knife,truck,boat,oven,chair,bicycle,clock,car,elephant
n01592084_3955,bird,bottle,dog,knife,cat,chair,elephant,clock,keyboard,bicycle,car,bear,boat,airplane,oven,truck
n01601694_10499,bird,dog,boat,bottle,elephant,bear,cat,oven,keyboard,chair,clock,knife,truck,car,airplane,bicycle
n01601694_9470,bird,dog,boat,bottle,chair,bear,cat,truck,bicycle,oven,airplane,clock,knife,keyboard,car,elephant
n01616318_3247,bird,dog,bear,cat,boat,elephant,bicycle,truck,bottle,chair,knife,keyboard,car,clock,airplane,oven
n01622779_1364,bird,dog,cat,bear,chair,truck,clock,knife,bottle,elephant,boat,bicycle,keyboard,airplane,oven,car
n01622779_1961,bird,dog,cat,bear,bottle,truck,knife,chair,oven,clock,bicycle,keyboard,car,boat,airplane,elephant
n01622779_9829,bird,cat,dog,clock,chair,knife,bottle,truck,bicycle,bear,boat,keyboard,car,oven,elephant,airplane
n01795545_1515,bird,dog,cat,bottle,bear,truck,chair,elephant,keyboard,bicycle,clock,boat,car,knife,airplane,oven
n01795545_9555,bird,dog,bottle,bear,cat,elephant,clock,bicycle,chair,knife,boat,truck,keyboard,car,airplane,oven
n01796340_11254,bird,dog,bottle,cat,boat,truck,bicycle,chair,keyboard,knife,bear,car,clock,airplane,oven,elephant
n01796340_5058,bird,cat,dog,bear,boat,bottle,elephant,truck,knife,car,oven,bicycle,airplane,clock,chair,keyboard
n01798484_2289,bird,dog,bear,cat,bottle,boat,chair,keyboard,truck,bicycle,elephant,knife,airplane,oven,clock,car
n01798484_3762,bird,cat,dog,truck,bottle,bicycle,chair,keyboard,boat,bear,airplane,knife,clock,car,elephant,oven
n01798484_3874,bird,dog,cat,bottle,bear,boat,bicycle,truck,knife,chair,car,clock,elephant,airplane,keyboard,oven
n01798484_5988,bird,cat,dog,chair,bottle,bear,keyboard,bicycle,boat,clock,elephant,truck,knife,oven,car,airplane
n01817953_1534,dog,bird,bear,elephant,cat,oven,chair,truck,knife,bottle,clock,keyboard,boat,bicycle,airplane,car
n01818515_2312,bird,elephant,dog,clock,boat,cat,airplane,bear,truck,bottle,bicycle,keyboard,chair,knife,oven,car
n01818515_7947,bird,bottle,knife,dog,bear,cat,elephant,bicycle,truck,oven,keyboard,car,boat,clock,chair,airplane
n01818515_8968,bird,elephant,bottle,bicycle,cat,dog,oven,bear,truck,chair,knife,clock,boat,keyboard,airplane,car
n01819313_3638,bird,knife,cat,bear,dog,bottle,chair,keyboard,boat,elephant,oven,truck,clock,airplane,bicycle,car
n01820546_1354,bird,bear,dog,cat,elephant,bottle,knife,truck,airplane,boat,chair,oven,clock,keyboard,bicycle,car
n01820546_4631,bird,dog,bottle,bicycle,cat,bear,knife,truck,chair,boat,clock,keyboard,car,oven,airplane,elephant
n01824575_2244,bird,bear,cat,dog,bottle,elephant,bicycle,knife,clock,keyboard,truck,chair,oven,car,boat,airplane
n01824575_2746,bird,dog,bottle,chair,bear,truck,airplane,cat,car,boat,oven,knife,clock,keyboard,bicycle,elephant
n01824575_3514,bird,dog,cat,bear,bottle,elephant,clock,truck,bicycle,keyboard,boat,chair,knife,airplane,car,oven
n01828970_2030,bird,dog,elephant,keyboard,clock,bottle,cat,chair,boat,knife,bicycle,airplane,car,bear,truck,oven
n01829413_4190,bird,cat,dog,chair,bottle,keyboard,bicycle,elephant,boat,knife,clock,truck,airplane,car,oven,bear
n01829413_5505,bird,dog,bottle,cat,boat,knife,bear,elephant,truck,car,keyboard,bicycle,oven,airplane,chair,clock
n01843065_7445,bird,dog,cat,knife,oven,bear,boat,bottle,truck,clock,keyboard,airplane,chair,elephant,bicycle,car
n01855032_5743,bird,dog,boat,bear,truck,cat,bottle,knife,car,clock,elephant,keyboard,oven,airplane,bicycle,chair
n01855672_7426,bird,dog,knife,boat,elephant,car,truck,bear,bottle,bicycle,cat,keyboard,clock,airplane,chair,oven
n01860187_210,bird,dog,elephant,bear,cat,boat,oven,bottle,truck,keyboard,clock,chair,knife,bicycle,car,airplane
n01860187_38598,bird,dog,cat,elephant,bear,boat,bottle,oven,knife,clock,bicycle,truck,keyboard,chair,car,airplane
n01860187_7878,bird,cat,dog,bicycle,bottle,oven,truck,knife,elephant,car,chair,boat,bear,keyboard,clock,airplane
n02002556_139,bird,dog,clock,elephant,boat,bicycle,truck,airplane,bottle,car,chair,keyboard,knife,cat,oven,bear
n02002556_17975,bird,bicycle,truck,dog,clock,bottle,cat,chair,boat,elephant,bear,keyboard,oven,car,knife,airplane
n02002556_1936,bird,dog,cat,truck,chair,keyboard,clock,bottle,knife,airplane,car,boat,elephant,bicycle,bear,oven
n02002724_1654,bird,dog,bottle,knife,cat,bicycle,oven,clock,truck,boat,bear,keyboard,elephant,car,airplane,chair
n02006656_11301,bird,dog,bear,cat,bottle,boat,elephant,chair,keyboard,knife,clock,oven,truck,bicycle,airplane,car
n02006656_30849,bird,elephant,dog,cat,bottle,knife,chair,boat,clock,bear,airplane,bicycle,keyboard,truck,car,oven
n02007558_7614,bird,dog,bottle,elephant,chair,truck,knife,boat,bear,car,airplane,keyboard,oven,cat,clock,bicycle
n02009229_2294,bird,dog,elephant,bottle,clock,keyboard,cat,chair,boat,truck,knife,bear,airplane,car,oven,bicycle
n02011460_5735,bird,chair,keyboard,dog,cat,bottle,truck,knife,clock,oven,car,boat,elephant,bicycle,bear,airplane
n02011460_7877,bird,dog,cat,keyboard,elephant,bottle,truck,car,oven,boat,knife,bear,chair,clock,bicycle,airplane
n02013706_1024,bird,dog,bottle,truck,bear,knife,keyboard,boat,chair,cat,clock,airplane,bicycle,car,oven,elephant
n02013706_6035,bird,dog,elephant,truck,cat,bottle,airplane,boat,bicycle,keyboard,clock,bear,chair,car,knife,oven
n02017213_15262,bird,boat,chair,dog,clock,keyboard,bottle,knife,airplane,cat,bicycle,oven,truck,bear,car,elephant
n02017213_17013,bird,dog,oven,bottle,boat,truck,knife,keyboard,bicycle,cat,elephant,bear,airplane,clock,chair,car
n02017213_4855,bird,dog,oven,bear,cat,elephant,bottle,truck,boat,chair,clock,car,keyboard,knife,bicycle,airplane
n02025239_2481,bird,dog,boat,bear,cat,bottle,truck,bicycle,knife,keyboard,oven,chair,clock,car,airplane,elephant
n02025239_3073,bird,boat,dog,bottle,chair,cat,truck,clock,bicycle,keyboard,bear,car,knife,oven,airplane,elephant
n02025239_7274,bird,dog,boat,bear,bottle,cat,bicycle,chair,elephant,truck,oven,keyboard,knife,clock,car,airplane
n02027492_1678,bird,boat,bottle,truck,dog,clock,knife,oven,chair,bear,cat,airplane,keyboard,car,bicycle,elephant
n02027492_20576,bird,dog,chair,bottle,boat,truck,clock,bicycle,cat,bear,keyboard,knife,car,oven,airplane,elephant
n02027492_2457,bird,boat,bottle,truck,dog,oven,clock,chair,knife,cat,bear,keyboard,car,airplane,bicycle,elephant
n02027492_9899,bird,dog,bottle,boat,cat,knife,chair,oven,bear,clock,truck,keyboard,elephant,airplane,car,bicycle
n02028035_23375,bird,dog,boat,oven,elephant,truck,bear,bottle,cat,knife,airplane,clock,bicycle,chair,keyboard,car
n02028035_26229,bird,dog,chair,cat,boat,bear,elephant,bottle,airplane,truck,keyboard,oven,bicycle,knife,car,clock
n02028035_4569,bird,dog,cat,boat,bottle,chair,truck,oven,knife,clock,bear,bicycle,keyboard,elephant,car,airplane
n02033041_17119,bird,dog,boat,bear,truck,clock,chair,bottle,oven,keyboard,elephant,cat,bicycle,knife,car,airplane
n02037110_3267,bird,dog,boat,bicycle,chair,bear,bottle,airplane,knife,elephant,cat,truck,keyboard,car,oven,clock
n02037110_3653,bird,dog,boat,bear,bicycle,bottle,elephant,chair,cat,keyboard,truck,knife,oven,car,airplane,clock
n02056570_1691,bird,dog,keyboard,bottle,chair,cat,truck,elephant,knife,clock,boat,bicycle,bear,car,airplane,oven
n02056570_727,bird,dog,elephant,chair,clock,boat,keyboard,bottle,bear,truck,bicycle,knife,airplane,cat,car,oven
n02085936_5775,dog,cat,bird,clock,car,truck,bottle,airplane,bear,keyboard,chair,boat,knife,oven,elephant,bicycle
n02089078_8273,dog,elephant,bird,cat,bear,knife,oven,chair,truck,bottle,car,bicycle,boat,clock,keyboard,airplane
n02089867_5477,dog,bird,chair,cat,keyboard,bottle,boat,knife,bicycle,oven,truck,clock,car,bear,airplane,elephant
n02090379_1687,keyboard,dog,bird,chair,bottle,cat,clock,knife,truck,car,elephant,oven,boat,bicycle,bear,airplane
n02090379_1932,dog,bear,cat,bird,bottle,oven,elephant,knife,truck,boat,chair,car,keyboard,clock,airplane,bicycle
n02090379_3045,dog,bear,bird,bottle,boat,cat,truck,elephant,clock,oven,chair,knife,bicycle,car,keyboard,airplane
n02090721_5305,dog,bear,cat,bird,bottle,elephant,clock,truck,boat,knife,car,keyboard,chair,bicycle,airplane,oven
n02091032_6740,dog,bird,bottle,boat,cat,elephant,truck,knife,bear,chair,airplane,oven,car,keyboard,bicycle,clock
n02091032_7280,dog,bird,cat,bear,clock,bottle,boat,keyboard,knife,elephant,bicycle,truck,chair,airplane,car,oven
n02091134_12017,dog,bird,bear,bottle,cat,clock,elephant,chair,boat,bicycle,truck,knife,keyboard,car,oven,airplane
n02091134_7486,dog,cat,bird,chair,bottle,bear,clock,keyboard,boat,truck,elephant,bicycle,car,knife,airplane,oven
n02091831_6436,dog,bird,elephant,cat,bear,knife,truck,boat,bicycle,chair,oven,bottle,car,clock,keyboard,airplane
n02092339_3174,dog,bird,elephant,bear,bottle,chair,knife,cat,clock,truck,keyboard,boat,car,oven,bicycle,airplane
n02092339_7356,dog,bird,elephant,chair,oven,knife,bottle,bear,boat,keyboard,cat,truck,clock,car,bicycle,airplane
n02093256_12628,dog,elephant,bird,bear,bottle,chair,cat,clock,knife,oven,truck,keyboard,boat,bicycle,car,airplane
