image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,dog,bear,cat,elephant,oven,truck,bottle,bicycle,boat,chair,car,clock,keyboard,knife,airplane
n01514859_8222,bird,cat,dog,bear,oven,elephant,bicycle,boat,truck,bottle,chair,knife,car,keyboard,clock,airplane
n01530575_3903,bird,chair,dog,bicycle,boat,cat,elephant,bear,bottle,knife,oven,clock,truck,airplane,keyboard,car
n01531178_2725,bird,cat,dog,chair,bottle,knife,boat,bicycle,airplane,oven,keyboard,elephant,bear,clock,car,truck
n01537544_8859,bird,bear,dog,elephant,cat,knife,bottle,oven,chair,bicycle,boat,truck,clock,keyboard,car,airplane
n01558993_12968,bird,dog,knife,bottle,bicycle,bear,elephant,cat,clock,oven,boat,keyboard,truck,car,chair,airplane
n01558993_14305,bird,bottle,bicycle,dog,cat,boat,knife,car,truck,oven,bear,clock,keyboard,chair,elephant,airplane
n01558993_4297,bird,bear,dog,cat,bottle,oven,elephant,bicycle,keyboard,car,chair,truck,clock,knife,boat,airplane
n01558993_6287,bird,dog,bottle,boat,bicycle,cat,car,bear,truck,airplane,oven,knife,clock,keyboard,chair,elephant
n01582220_9857,bird,dog,bear,elephant,cat,boat,bottle,chair,oven,knife,bicycle,airplane,clock,car,truck,keyboard
n01592084_2422,bird,dog,cat,bear,knife,bottle,keyboard,airplane,elephant,oven,boat,chair,car,truck,bicycle,clock
n01592084_3955,bird,cat,dog,bear,bottle,knife,keyboard,chair,airplane,elephant,boat,clock,oven,bicycle,car,truck
n01601694_10499,bird,dog,boat,bear,bottle,knife,elephant,cat,airplane,bicycle,oven,keyboard,truck,chair,car,clock
n01601694_9470,bird,dog,bottle,bear,cat,knife,oven,boat,elephant,keyboard,chair,bicycle,car,airplane,truck,clock
n01616318_3247,bird,bear,dog,bicycle,cat,boat,elephant,truck,car,bottle,oven,chair,airplane,knife,keyboard,clock
n01622779_1364,bird,dog,cat,bear,bottle,elephant,bicycle,clock,keyboard,truck,boat,car,chair,oven,knife,airplane
n01622779_1961,bird,dog,cat,bear,bicycle,elephant,chair,clock,bottle,knife,boat,truck,oven,keyboard,airplane,car
n01622779_9829,bird,dog,cat,bear,bottle,keyboard,clock,chair,elephant,oven,bicycle,truck,boat,knife,car,airplane
n01795545_1515,bird,dog,bear,bottle,cat,elephant,truck,chair,car,bicycle,boat,keyboard,clock,oven,knife,airplane
n01795545_9555,bird,dog,bear,bottle,cat,elephant,boat,knife,chair,bicycle,truck,clock,airplane,keyboard,car,oven
n01796340_11254,bird,dog,cat,bottle,bear,bicycle,boat,airplane,chair,clock,keyboard,truck,car,knife,oven,elephant
n01796340_5058,bird,bear,elephant,cat,dog,boat,bottle,truck,bicycle,car,chair,keyboard,oven,knife,airplane,clock
n01798484_2289,bird,dog,bear,cat,elephant,truck,chair,bottle,car,bicycle,keyboard,clock,boat,oven,airplane,knife
n01798484_3762,bird,chair,cat,dog,elephant,keyboard,bottle,bear,bicycle,truck,oven,boat,knife,clock,car,airplane
n01798484_3874,bird,dog,bear,elephant,cat,bottle,bicycle,truck,chair,oven,clock,boat,keyboard,car,knife,airplane
n01798484_5988,bird,elephant,dog,bear,cat,oven,chair,keyboard,bottle,clock,bicycle,car,truck,boat,knife,airplane
n01817953_1534,bird,dog,bear,elephant,oven,knife,keyboard,bottle,cat,bicycle,truck,clock,boat,chair,car,airplane
n01818515_2312,bird,dog,cat,elephant,bear,bottle,bicycle,clock,airplane,truck,boat,car,chair,knife,keyboard,oven
n01818515_7947,bird,bicycle,bottle,keyboard,dog,knife,clock,bear,elephant,chair,cat,truck,boat,oven,car,airplane
n01818515_8968,elephant,bird,cat,bicycle,dog,chair,bear,bottle,keyboard,knife,car,truck,boat,oven,clock,airplane
n01819313_3638,bird,bear,dog,cat,knife,elephant,bottle,oven,bicycle,keyboard,boat,chair,truck,airplane,clock,car
n01820546_1354,bird,dog,bear,bottle,elephant,cat,knife,keyboard,oven,boat,bicycle,chair,clock,truck,car,airplane
n01820546_4631,bird,bear,cat,dog,bicycle,elephant,clock,bottle,truck,knife,car,chair,keyboard,boat,oven,airplane
n01824575_2244,bird,bear,cat,dog,knife,bicycle,elephant,oven,bottle,clock,keyboard,truck,chair,boat,car,airplane
n01824575_2746,bird,dog,cat,elephant,bear,chair,bottle,knife,oven,keyboard,boat,bicycle,airplane,truck,car,clock
n01824575_3514,bird,dog,cat,bear,bottle,elephant,knife,bicycle,oven,keyboard,truck,clock,chair,boat,airplane,car
n01828970_2030,bird,dog,chair,bottle,boat,elephant,cat,knife,bicycle,clock,airplane,bear,car,truck,keyboard,oven
n01829413_4190,bird,dog,cat,bottle,elephant,bicycle,boat,bear,knife,keyboard,oven,clock,car,truck,chair,airplane
n01829413_5505,bird,dog,bicycle,bear,bottle,cat,elephant,knife,oven,chair,clock,keyboard,boat,truck,car,airplane
n01843065_7445,bird,dog,bear,cat,oven,bottle,knife,elephant,keyboard,boat,airplane,truck,chair,car,clock,bicycle
n01855032_5743,bird,dog,bottle,boat,bear,elephant,car,cat,bicycle,knife,truck,keyboard,oven,airplane,chair,clock
n01855672_7426,bird,dog,elephant,bottle,bear,knife,cat,boat,airplane,car,keyboard,bicycle,truck,chair,oven,clock
n01860187_210,bird,elephant,dog,boat,bottle,bear,chair,bicycle,car,truck,oven,cat,keyboard,knife,clock,airplane
