image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,dog,bird,bear,cat,elephant,oven,truck,car,keyboard,bottle,bicycle,chair,clock,boat,airplane,knife
n01514859_8222,dog,bird,elephant,chair,cat,bear,bicycle,truck,keyboard,bottle,clock,car,oven,knife,boat,airplane
n01530575_3903,chair,bird,dog,keyboard,cat,bicycle,clock,elephant,bottle,knife,oven,boat,bear,car,truck,airplane
n01531178_2725,bird,dog,cat,elephant,bottle,keyboard,oven,knife,bicycle,bear,truck,clock,boat,chair,car,airplane
n01537544_8859,bird,dog,elephant,clock,bicycle,cat,bottle,chair,car,knife,keyboard,truck,boat,oven,bear,airplane
n01558993_12968,bird,chair,clock,dog,knife,cat,bicycle,truck,elephant,bottle,keyboard,car,oven,airplane,boat,bear
n01558993_14305,bird,bottle,dog,keyboard,bicycle,clock,airplane,cat,truck,chair,bear,oven,car,knife,boat,elephant
n01558993_4297,bird,dog,bear,oven,cat,keyboard,chair,bottle,bicycle,clock,car,elephant,truck,knife,boat,airplane
n01558993_6287,bird,dog,cat,keyboard,bicycle,clock,truck,car,chair,bottle,boat,airplane,knife,bear,elephant,oven
n01582220_9857,bird,dog,bottle,keyboard,cat,car,bicycle,elephant,clock,knife,truck,chair,bear,oven,boat,airplane
n01592084_2422,bird,dog,cat,bear,knife,keyboard,clock,airplane,bicycle,bottle,chair,boat,truck,oven,elephant,car
n01592084_3955,bird,dog,bear,cat,knife,clock,keyboard,bottle,airplane,oven,chair,truck,elephant,boat,car,bicycle
n01601694_10499,bird,dog,bear,oven,elephant,bottle,keyboard,cat,chair,boat,truck,knife,car,clock,airplane,bicycle
n01601694_9470,bird,oven,keyboard,dog,chair,cat,clock,bear,knife,bottle,bicycle,airplane,elephant,boat,truck,car
n01616318_3247,bird,cat,truck,bear,dog,elephant,bicycle,clock,keyboard,chair,car,boat,knife,oven,bottle,airplane
n01622779_1364,bird,dog,cat,bear,elephant,clock,bottle,keyboard,truck,bicycle,chair,boat,knife,car,airplane,oven
n01622779_1961,bird,dog,cat,bear,clock,bottle,chair,truck,keyboard,knife,car,oven,elephant,boat,bicycle,airplane
n01622779_9829,bird,dog,bear,truck,cat,clock,keyboard,bottle,car,elephant,chair,boat,oven,knife,bicycle,airplane
n01795545_1515,bird,dog,truck,elephant,cat,car,chair,keyboard,bottle,clock,knife,bear,airplane,boat,bicycle,oven
