image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bear,dog,cat,bird,truck,elephant,oven,bottle,clock,chair,boat,bicycle,keyboard,knife,airplane,car
n01514859_8222,cat,bird,dog,bear,oven,bottle,keyboard,elephant,truck,airplane,chair,clock,boat,bicycle,knife,car
n01530575_3903,bird,bicycle,cat,clock,boat,dog,chair,bottle,elephant,keyboard,bear,knife,oven,truck,car,airplane
n01531178_2725,bird,cat,dog,elephant,bear,knife,boat,truck,clock,bicycle,bottle,keyboard,chair,oven,airplane,car
n01537544_8859,bird,dog,airplane,clock,bear,cat,bottle,elephant,knife,truck,chair,boat,oven,bicycle,keyboard,car
n01558993_12968,bird,cat,dog,clock,bottle,oven,boat,elephant,keyboard,knife,chair,truck,bicycle,bear,airplane,car
n01558993_14305,bird,cat,dog,bottle,bicycle,airplane,bear,clock,chair,truck,boat,oven,keyboard,car,knife,elephant
n01558993_4297,bird,bear,cat,dog,elephant,bicycle,bottle,oven,keyboard,clock,truck,chair,knife,car,airplane,boat
n01558993_6287,bird,airplane,cat,dog,boat,bottle,truck,bicycle,clock,bear,chair,knife,keyboard,car,elephant,oven
n01582220_9857,bird,dog,cat,knife,keyboard,bottle,bear,clock,bicycle,chair,boat,truck,elephant,airplane,oven,car
n01592084_2422,bird,dog,cat,bear,bicycle,bottle,oven,keyboard,knife,boat,airplane,truck,chair,clock,elephant,car
n01592084_3955,bird,bottle,dog,cat,knife,bear,airplane,keyboard,clock,chair,truck,boat,oven,elephant,bicycle,car
n01601694_10499,bird,dog,bear,boat,bottle,elephant,chair,cat,airplane,knife,clock,keyboard,bicycle,truck,oven,car
n01601694_9470,bird,dog,cat,keyboard,chair,oven,knife,bottle,bicycle,bear,boat,clock,car,elephant,truck,airplane
n01616318_3247,dog,cat,bear,truck,bird,elephant,bicycle,boat,clock,oven,chair,bottle,car,keyboard,knife,airplane
n01622779_1364,bird,dog,clock,cat,keyboard,elephant,bicycle,bottle,bear,truck,oven,boat,knife,airplane,car,chair
n01622779_1961,bird,dog,cat,chair,clock,bottle,truck,bear,keyboard,bicycle,elephant,oven,knife,airplane,boat,car
n01622779_9829,bird,dog,cat,clock,keyboard,chair,oven,bicycle,truck,bottle,bear,elephant,knife,car,boat,airplane
n01795545_1515,bird,dog,cat,bear,bottle,bicycle,boat,car,truck,chair,airplane,clock,keyboard,elephant,oven,knife
n01795545_9555,bird,dog,bear,cat,bottle,elephant,boat,clock,bicycle,knife,airplane,chair,truck,car,keyboard,oven
n01796340_11254,bird,dog,cat,airplane,bottle,boat,knife,bicycle,keyboard,chair,bear,clock,car,truck,oven,elephant
n01796340_5058,bird,cat,dog,bear,boat,bicycle,elephant,airplane,truck,clock,knife,bottle,car,keyboard,chair,oven
n01798484_2289,bird,cat,bear,dog,elephant,bottle,bicycle,chair,keyboard,clock,knife,boat,truck,car,oven,airplane
n01798484_3762,bird,cat,chair,keyboard,elephant,dog,bicycle,bottle,knife,clock,truck,airplane,boat,bear,oven,car
n01798484_3874,bird,cat,dog,elephant,bear,bottle,chair,bicycle,truck,clock,knife,keyboard,oven,boat,airplane,car
n01798484_5988,bird,cat,dog,bear,elephant,bottle,oven,chair,bicycle,keyboard,clock,truck,knife,car,airplane,boat
n01817953_1534,bird,dog,cat,oven,elephant,bear,keyboard,knife,clock,truck,chair,bottle,bicycle,boat,airplane,car
