image_name,knife,keyboard,elephant,bicycle,airplane,clock,oven,chair,bear,boat,cat,bottle,truck,car,bird,dog,correct
n01514859_3837,0.0005796288323993,0.0002394259309565,0.0102253263261605,0.0009611861485905,0.0001222396948813,0.0006304887503558,0.026849746599283,0.0008439261342674,0.0754913734397365,0.0016460659153841,0.0212297917176002,0.0022361839664069,0.0059511473144829,0.000946751092219,0.7953909989858675,0.0566557191514079,1
n01514859_8222,8.390376934425932e-05,2.8603533732190223e-05,0.00067726090165,8.617466337876466e-05,7.91060429607438e-06,2.9968752502340925e-05,0.0004672850818717,0.0005743472368101,0.0011169813838107,0.0010103753496517,0.0189116982993185,0.0004243236021346,0.0001652628993624,2.939188048287275e-05,0.5371194280149986,0.4392670840266548,1
n01530575_3903,0.0012959226349698,0.0018173734807583,0.0017670955806343,0.0102890654304017,0.0001506869739617,0.0005185967204077,0.0007831756323195,0.1828192101079556,0.001037102993884,0.0019397790609442,0.0076894267331497,0.0130549817665055,0.0012130212762177,0.0009032980021482,0.1944892908463563,0.580231972759385,0
n01531178_2725,0.0141845670041706,0.0034258564144211,0.0106591424116079,0.0004344038271248,0.0040810857917206,0.0046777946515543,0.0005805542896042,0.0024994999478361,0.0018997619134172,0.0045765840649505,0.0046930785845574,0.0101034204395905,0.0014707049966988,0.0008562444075279,0.92180629361258,0.0140510076426376,1
n01537544_8859,3.252966386306522e-06,4.0677093184617636e-06,0.0002505916454146,4.3750367030685625e-06,6.947342902128791e-06,8.350361428273892e-06,8.09591524346939e-07,7.580313871479933e-06,3.8122485557745946e-05,5.336688679285562e-06,6.783328118544884e-06,2.057048204166512e-05,1.7076434127888737e-06,5.371134868221068e-07,0.9990155191564528,0.0006254481347015,1
n01558993_12968,0.0029161382066353,0.0009537501716815,0.0002789867336441,9.319368764055692e-05,0.0003508210358266,0.0034116463503152,0.0002547797101235,0.0018736562259871,0.0002981458431382,0.001012398781531,0.0009781155573442,0.0027704022470669,0.0004003962324508,8.593407583074793e-05,0.9818774490096546,0.0024441861311291,1
n01558993_14305,1.567401114806074e-05,7.232291470896213e-06,1.4354606619918302e-06,3.69335976460038e-05,4.498512498440521e-05,2.0160443242601067e-05,2.7645225290849225e-06,5.038001582445487e-06,0.0001000652920969,1.4668252866823418e-05,0.0002639863634315,8.744612332020286e-05,1.837039113280383e-05,2.0101794254151892e-05,0.9967309843808192,0.0026301539488126,1
n01558993_4297,0.0091209671357563,0.0110003293584543,0.0029213730229439,0.0526788583529916,0.0004811684541488,0.0031195374478676,0.0061301458838415,0.01899408244675,0.0115291811306119,0.0069122928161672,0.0125704700374913,0.020742088605137,0.0035405637482557,0.0008625020132855,0.8266389980839685,0.0127574414623283,1
n01558993_6287,1.351507651574669e-05,1.3077706204602763e-05,1.1059725416681602e-05,4.678001490798166e-06,1.6516012641005185e-05,5.167264631375219e-05,3.844508564738192e-06,2.987604652639646e-05,6.716263209285689e-06,3.831600412097332e-05,5.538983335824425e-05,1.9443327019613256e-05,6.150703666492121e-05,2.816907827795093e-05,0.9993790015716122,0.0002672171620631,1
n01582220_9857,0.0001825519465354,0.0001342394827618,0.0001219122492052,4.270724152634249e-05,1.7353260409532897e-05,2.029395858835544e-05,6.8054083403094595e-06,4.4773153097609216e-05,2.7767322119769857e-05,0.0001519914643566,8.169866976359116e-05,0.0006434042300055,3.840066445839503e-05,1.9475995070774767e-05,0.9950236169133394,0.0034430080404211,1
