image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,dog,cat,bear,elephant,oven,bicycle,bottle,chair,knife,clock,truck,boat,car,airplane,keyboard
n01514859_8222,bird,cat,dog,bear,chair,elephant,oven,bottle,bicycle,knife,boat,truck,car,keyboard,airplane,clock
n01530575_3903,clock,bottle,chair,knife,bird,elephant,boat,dog,bicycle,keyboard,cat,airplane,bear,car,truck,oven
n01531178_2725,bird,cat,dog,bear,elephant,knife,boat,clock,bottle,chair,truck,bicycle,car,airplane,oven,keyboard
n01537544_8859,bird,cat,bottle,bear,dog,knife,elephant,clock,chair,truck,boat,bicycle,airplane,oven,keyboard,car
n01558993_12968,bird,bottle,dog,cat,knife,clock,boat,bear,bicycle,elephant,airplane,chair,keyboard,car,truck,oven
n01558993_14305,bird,dog,bear,cat,bottle,elephant,knife,boat,airplane,bicycle,keyboard,truck,chair,oven,clock,car
n01558993_4297,bird,dog,bear,cat,keyboard,elephant,bicycle,bottle,chair,knife,oven,truck,car,clock,boat,airplane
n01558993_6287,bird,cat,dog,airplane,bottle,bear,boat,clock,car,elephant,knife,bicycle,keyboard,truck,chair,oven
n01582220_9857,bird,dog,bear,cat,elephant,airplane,knife,chair,bicycle,oven,boat,keyboard,bottle,clock,truck,car
n01592084_2422,bird,dog,cat,knife,bottle,airplane,boat,bear,keyboard,bicycle,elephant,oven,clock,truck,chair,car
n01592084_3955,knife,bird,dog,bottle,cat,chair,clock,bear,keyboard,elephant,boat,truck,airplane,oven,car,bicycle
n01601694_10499,bird,dog,boat,elephant,bear,bottle,knife,truck,airplane,cat,car,chair,bicycle,keyboard,clock,oven
n01601694_9470,bird,dog,cat,bear,knife,boat,bottle,bicycle,elephant,oven,keyboard,chair,truck,car,airplane,clock
n01616318_3247,bird,bear,bicycle,cat,dog,elephant,boat,bottle,truck,knife,car,chair,oven,airplane,keyboard,clock
n01622779_1364,bird,dog,cat,bear,bottle,elephant,clock,knife,chair,truck,boat,car,oven,keyboard,bicycle,airplane
