image_name,participant_id,correct
n04548280_8246,1,1
n04591713_2043,1,0
n02123045_9305,1,1
n02504458_7472,1,1
n02123394_2461,1,1
n03376595_54,1,0
n04548280_3125,1,1
n04548280_541,1,1
n03041632_120,1,0
n04111531_3671,1,1
n03937543_828,1,0
n02002556_17975,1,0
n01582220_9857,1,0
n02504458_7966,1,1
n03041632_2058,1,1
n02823428_334,1,1
n04505470_4854,1,0
n04111531_10216,1,0
n04099969_4100,1,1
n02690373_8592,1,1
n02002556_139,1,1
n04111531_172,1,0
n03041632_34676,1,1
n01514859_3837,1,1
n04548280_9121,1,1
n02791124_16885,1,0
n04467665_67327,1,1
n03085013_24045,1,1
n03196217_3868,1,1
n03041632_20697,1,1
n01592084_2422,1,1
n04285008_9774,1,1
n02708093_3504,1,1
n02134418_5537,1,0
n02090721_5305,1,0
n04591713_6473,1,1
n03937543_3196,1,1
n03196217_7414,1,0
n02708093_7032,1,1
n01855032_5743,1,1
n04557648_2703,1,0
n02123597_5951,1,1
n03100240_17587,1,1
n04548280_2091,1,1
n02814533_3573,1,1
n04111531_23668,1,0
n02690373_2856,1,1
n04111531_8263,1,0
n02124075_2843,1,1
n03041632_12651,1,1
n02504013_4590,1,1
n03041632_51225,1,1
n02791124_6368,1,0
n03196217_2628,1,0
n02105251_5812,1,1
n02124075_7520,1,1
n02504013_5783,6,1
n02132136_5315,6,1
n04111531_4370,6,1
n03085013_22744,6,1
n02095570_4436,6,0
n04111531_8818,6,1
n04429376_27005,6,1
n02690373_20331,6,1
n03100240_3928,6,1
n02124075_7323,6,1
n02007558_7614,6,0
n03085013_28741,6,1
n03041632_44230,6,1
n02124075_11068,6,1
n03041632_29276,6,1
n04467665_707,6,1
n03417042_4462,6,0
n02123159_2663,6,1
n04505470_206,6,1
n02027492_20576,6,1
n03376595_14240,6,1
n04505470_10786,6,1
n02123597_6517,6,1
n03085013_11359,6,1
n03417042_21270,6,1
n04467665_45963,6,1
n02835271_15617,6,1
n02123045_10717,6,1
n04548280_2411,6,1
n03344393_7614,6,1
n02134418_5464,6,1
n02690373_9086,6,1
n02690373_4024,6,1
n03376595_14563,6,1
n03937543_5703,6,1
n02814533_88088,6,1
n04099969_18254,6,1
n02107574_4993,6,1
n03344393_8374,6,0
n02504013_10580,6,1
n02099601_5760,6,1
n04285008_12438,6,1
n04591713_2052,6,0
n02951358_10162,6,0
n02134418_88,6,0
n03041632_21560,6,1
n02134084_3898,6,0
n03041632_45775,6,1
n04111531_22563,6,0
n02091032_6740,6,1
n04285008_11965,6,1
n02123597_12232,6,1
n03041632_29125,6,0
n01601694_10499,6,1
n03796401_7179,6,1
n03796401_3695,4,1
n02504013_3821,4,1
n04111531_13479,4,0
n02814533_96168,4,0
n02125311_28447,4,0
n02123159_5945,4,0
n03376595_17811,4,0
n02835271_2960,4,0
n03041632_35116,4,0
n04111531_5756,4,0
n03041632_37618,4,1
n04591713_7408,4,0
n03792782_44390,4,0
n04285008_901,4,0
n02504458_6602,4,0
n01558993_6287,4,0
n03417042_8295,4,0
n02123159_5950,4,1
n02504013_93,4,0
n04111531_2066,4,1
n03041632_77022,4,0
n04467665_13225,4,0
n03983396_7378,4,0
n04505470_2389,4,1
n04273569_5276,4,1
n02951358_2416,4,0
n04111531_1362,4,0
n02690373_2447,4,0
n02708093_1094,4,1
n03796401_2543,4,0
n04591713_457,4,1
n03041632_11797,4,1
n02690373_3272,4,0
n02814533_42481,4,1
n02504013_6722,4,0
n02111500_4875,4,0
n03085013_25568,4,0
n02504013_6897,4,0
n03100240_4173,4,1
n03041632_38996,2,0
n04099969_1126,2,1
n03662601_8406,2,1
n02690373_13613,2,1
n02823428_1491,2,1
n02690373_18412,2,1
n02951358_6617,2,1
n02504013_6148,2,1
n03041632_44363,2,0
n03662601_2048,2,0
n01558993_12968,2,1
n02091831_6436,2,1
n02132136_7842,2,0
n02132136_25168,2,1
n02504458_4117,2,0
n03196217_11054,2,1
n04429376_45669,2,0
n02690373_10285,2,1
n03662601_33002,2,1
n03100240_6822,2,1
n02124075_4933,2,1
n03662601_8778,2,1
n04111531_10555,2,1
n04111531_2462,2,0
n02835271_20903,2,1
n02125311_1469,2,0
n03196217_8726,2,0
n02791124_7824,2,1
n02025239_3073,2,1
n04467665_3298,2,1
n03196217_5995,2,1
n04548280_12615,2,1
n02091134_7486,2,1
n04579145_6400,2,1
n03100240_2195,2,1
n01592084_3955,2,1
n02690373_9531,2,1
n02690373_9318,2,1
n03041632_42472,2,1
n03041632_3171,2,1
n04111531_21822,5,1
n03085013_16115,5,1
n02106662_5916,5,1
n03796401_18139,5,1
n02504013_10346,5,1
n04612504_4199,5,1
n02113023_14422,5,0
n03376595_19102,5,1
n02504458_3891,5,1
n02132136_23853,5,1
n03792782_11306,5,1
n03085013_19343,5,1
n04557648_12225,5,1
n01855672_7426,5,1
n03662601_30161,5,1
n04505470_1157,5,1
n04273569_4584,5,1
n02690373_2217,5,1
n04285008_7096,5,1
n02951358_26227,5,1
n04273569_34117,5,1
n04111531_8009,5,1
n04612504_27571,5,1
n02814533_62356,5,1
n02814533_4446,5,1
n03937543_4203,5,1
n03196217_3272,5,0
n03417042_9693,5,1
n03100240_2012,5,1
n01531178_2725,5,1
n03041632_50332,5,0
n03085013_23648,5,1
n02814533_45692,5,1
n04557648_310,5,0
n02690373_3912,5,1
n02123045_8127,5,1
n02791124_11523,5,0
n02504013_20780,5,1
n04111531_11589,5,1
n04505470_4724,5,1
n03085013_7613,5,1
n02133161_10324,5,1
n03792782_5405,5,1
n03796401_11076,5,1
n02823428_14010,5,0
n03417042_2204,5,1
n04560804_14130,5,1
n04099969_7545,5,1
n02791124_4261,5,1
n02106662_18900,5,1
n04111531_8537,5,0
n02017213_17013,5,1
n01795545_1515,5,1
n04273569_3052,5,1
n02123045_10431,7,1
n02504013_6118,7,1
n02092339_7356,7,1
n02132136_25897,7,0
n03792782_8658,7,0
n02823428_11353,7,1
n02123394_271,7,1
n04429376_22381,7,1
n04591713_6980,7,1
n02107908_3447,7,1
n02107312_1546,7,1
n03662601_12995,7,1
n03417042_15179,7,1
n02690373_6319,7,1
n03041632_40887,7,1
n03662601_10528,7,1
n04557648_3729,7,0
n04111531_5357,7,0
n04111531_13391,7,1
n02132136_5138,7,0
n02093647_1494,7,1
n03796401_8037,7,1
n03344393_6849,7,1
n04548280_1440,7,1
n02504013_3224,7,0
n04505470_26,7,1
n02690373_6831,7,1
n02708093_4597,7,1
n02124075_4189,7,1
n02134084_833,7,1
n02690373_971,7,1
n02124075_10088,7,1
n01817953_1534,7,0
n04111531_16583,7,1
n03041632_3247,7,1
n03796401_7104,7,0
n03196217_3358,7,0
n04111531_12903,7,0
n01818515_7947,7,0
n02835271_12981,7,1
n02134418_1083,7,0
n03662601_1197,7,0
n03041632_27960,7,1
n02504013_6857,7,0
n02690373_5581,7,1
n02690373_6576,7,1
n03196217_6467,7,1
n01798484_3874,7,0
n03041632_24277,7,1
n03344393_7018,7,0
n02134084_23292,8,1
n02123045_7902,8,1
n02690373_2882,8,1
n02504013_218,8,1
n02123159_6294,8,1
n02690373_243,8,1
n02690373_6363,8,1
n02504013_6081,8,1
n02134418_573,8,0
n02132136_50,8,1
n02133161_1872,8,1
n02504013_1455,8,0
n03792782_11921,8,1
n02814533_40876,8,1
n02835271_17617,8,0
n02791124_525,8,1
n02504013_6212,8,1
n04467665_2,8,1
n02123045_2719,8,1
n02504013_15825,8,1
n03983396_899,8,1
n03792782_35669,8,1
n03983396_10230,8,1
n04579145_2046,8,0
n02123394_1756,8,0
n02690373_4015,8,1
n02791124_60,8,1
n03100240_12065,8,1
n01798484_3762,8,1
n03041632_35260,8,0
n02690373_9537,8,1
n02123394_4894,8,1
n03041632_6309,8,0
n02125311_37753,8,1
n02708093_8073,8,1
n02133161_4813,8,1
n02085936_5775,8,1
n02504013_1844,8,0
n03662601_27025,8,1
n02091032_7280,8,1
n02102480_10156,8,0
n02097298_8119,8,1
n02504458_5507,8,1
n04429376_54570,8,0
n04111531_3076,8,1
n03792782_9354,8,1
n02134418_2367,8,1
n02504458_7144,8,1
n02951358_8041,8,1
n04505470_5007,8,1
n02104365_2334,10,0
n02094433_5663,10,0
n03344393_8798,10,1
n02133161_2166,10,0
n04111531_2937,10,1
n03983396_971,10,1
n02132136_6777,10,1
n02132136_20607,10,1
n02098286_2798,10,1
n02133161_4685,10,0
n02089867_5477,10,1
n04505470_3615,10,1
n02835271_15572,10,1
n04273569_3897,10,1
n02092339_3174,10,1
n02027492_1678,10,1
n02124075_13772,10,1
n03376595_3233,10,1
n04285008_7082,10,1
n03417042_12509,10,1
n03662601_4925,10,1
n04099969_12913,10,1
n02835271_15691,10,1
n02504013_1865,10,1
n03041632_48062,10,1
n02124075_15031,10,1
n02028035_4569,10,1
n02093256_12628,10,1
n03417042_12013,10,1
n04612504_6380,10,1
n03937543_2507,10,1
n03041632_12748,10,1
n02132136_1467,10,1
n01796340_11254,10,0
n04560804_154,10,0
n02113624_4001,10,0
n04505470_5063,10,1
n04111531_16696,10,1
n03417042_27497,10,1
n03196217_7918,10,1
n04111531_22020,10,1
n04467665_71480,10,1
n04429376_45302,10,1
n02835271_15087,10,1
n02504458_4583,10,1
n03417042_11306,10,1
n02690373_3539,10,1
n02123159_12957,10,1
n02690373_9709,10,1
n04111531_4868,10,1
n03100240_3528,10,1
n02098105_2343,10,1
n02133161_2399,10,1
n02504013_4955,10,1
n02814533_27597,11,1
n03085013_7477,11,1
n02835271_15639,11,1
n02708093_8379,11,1
n02690373_13317,11,1
n03100240_17393,11,1
n02690373_5465,11,1
n04285008_16747,11,1
n04285008_6439,11,1
n02504458_1000,11,1
n02504013_10410,11,1
n03937543_3133,11,0
n01622779_9829,11,1
n03796401_24543,11,1
n02006656_11301,11,1
n03662601_8787,11,1
n03376595_7262,11,0
n02132136_803,11,1
n03417042_17513,11,1
n02133161_5822,11,1
n01514859_8222,11,1
n03792782_51156,11,1
n02690373_3326,11,1
n02056570_1691,11,1
n01558993_14305,11,1
n02093859_2564,11,0
n03662601_27165,11,1
n03085013_11685,11,1
n02504458_3906,11,1
n02133161_3183,11,1
n02835271_13489,11,1
n02090379_1687,11,0
n02504458_5697,11,1
n02504458_13354,11,1
n02690373_11799,11,1
n02791124_2057,11,1
n03983396_21920,11,1
n02504013_10341,11,1
n02708093_2530,11,1
n04591713_2032,11,1
n02504458_996,11,1
n03344393_7175,11,1
n02504013_6865,11,1
n02504013_3503,11,1
n02708093_3289,11,0
n02690373_2232,11,1
n02056570_727,11,0
n02125311_60143,11,1
n03983396_13193,11,1
n04467665_1187,11,1
n02951358_4999,11,1
n02814533_35442,11,1
n02690373_2408,11,1
n04467665_25130,11,1
n03376595_18370,11,0
n01843065_7445,11,1
n04505470_7721,11,1
n03041632_16104,13,0
n02123045_9349,13,1
n04285008_8880,13,1
n03100240_1194,13,1
n04548280_5845,13,1
n02708093_170,13,0
n02504013_3861,13,0
n02814533_27484,13,0
n03796401_9219,13,1
n02690373_3468,13,1
n02108551_26509,13,0
n03100240_6526,13,1
n04429376_7558,13,1
n01601694_9470,13,1
n03100240_8588,13,1
n04429376_57425,13,0
n02791124_4595,13,0
n04429376_17078,13,1
n04111531_5168,13,1
n02107574_3775,13,1
n02112350_2615,13,0
n02835271_5858,13,1
n02835271_2086,13,1
n02112018_10174,13,1
n03041632_45326,13,1
n03041632_4269,13,1
n04467665_44850,13,1
n03085013_18623,13,1
n02504013_1515,13,0
n03983396_11715,13,1
n02835271_7900,13,1
n02123159_6960,13,1
n04548280_5068,13,0
n03100240_11107,13,1
n02106030_889,13,1
n03196217_11290,13,1
n02504013_7659,13,1
n03041632_22286,13,1
n02133161_1427,13,1
n02133161_18639,13,0
n02134084_1689,13,1
n02504458_800,16,1
n04111531_1794,16,0
n03376595_9650,16,0
n03983396_2288,16,0
n04111531_9611,16,1
n02124075_5848,16,0
n02134418_134,16,0
n04111531_7965,16,0
n02013706_6035,16,1
n02094114_7024,16,0
n02123597_7497,16,0
n03417042_1790,16,1
n04467665_61792,16,1
n04505470_2709,16,1
n04505470_286,16,1
n03376595_9025,16,1
n02123597_1601,16,1
n01824575_3514,16,1
n02951358_6089,16,1
n02133161_7233,16,0
n02125311_20209,16,0
n03792782_65779,16,1
n04111531_5643,16,0
n03937543_10101,16,0
n03792782_63173,16,0
n02123045_7197,16,1
n04579145_558,16,1
n03792782_1933,16,1
n03041632_5801,16,1
n02690373_4144,16,1
n04548280_9801,16,1
n04111531_4155,16,1
n02504458_155,16,1
n04591713_3894,16,1
n02011460_5735,16,1
n03041632_4806,16,1
n02013706_1024,16,1
n04557648_3679,16,1
n02835271_7628,16,1
n03796401_21290,16,1
n02504458_6898,16,0
n03983396_8837,16,1
n04505470_7946,16,1
n02814533_35294,16,1
n03196217_7867,16,1
n03085013_20877,16,1
n04560804_13665,16,1
n04111531_523,16,0
n02823428_7570,16,1
n04111531_12450,16,0
n04285008_8918,16,1
n04429376_52173,16,0
n04285008_15181,16,1
n04505470_2540,16,1
n03100240_10742,16,1
n02123394_513,16,0
n02504458_9213,15,1
n03662601_10716,15,1
n03417042_5576,15,0
n03100240_2503,15,1
n02814533_16767,15,0
n03796401_40,15,1
n04429376_54538,15,0
n03792782_6023,15,0
n01860187_210,15,0
n02690373_9659,15,1
n03085013_18763,15,1
n02835271_18386,15,1
n03041632_13509,15,0
n02504013_2974,15,1
n04612504_2129,15,1
n02504458_2471,15,1
n04111531_27,15,1
n03085013_3595,15,1
n04591713_6069,15,1
n01818515_2312,15,1
n04285008_11688,15,1
n03041632_5640,15,1
n03376595_1135,15,1
n02111500_2733,15,1
n02504013_15276,15,0
n03085013_2064,15,1
n03100240_6507,15,1
n03085013_20349,15,1
n04111531_505,15,0
n02028035_23375,15,1
n04560804_14491,15,0
n03792782_12433,15,1
n02951358_4451,15,1
n02123597_11798,15,0
n02105505_1156,15,1
n03085013_2432,15,0
n03085013_2640,15,1
n03196217_4970,15,0
n02708093_864,15,1
n02504458_1302,15,1
n02006656_30849,15,0
n04285008_5032,15,1
n04612504_41457,15,1
n02708093_3601,15,1
n02504013_593,15,0
n03085013_20218,15,0
n03792782_9635,15,1
n02002556_1936,15,1
n03796401_16472,18,1
n03041632_3101,18,1
n02504013_8614,18,1
n04111531_10436,18,1
n03792782_4927,18,1
n02132136_7507,18,1
n02951358_9103,18,1
n03792782_7667,18,1
n02125311_2064,18,1
n03792782_24722,18,1
n02106662_50313,18,1
n03792782_1475,18,1
n02835271_10414,18,1
n01622779_1961,18,1
n02132136_6817,18,1
n03376595_7516,18,1
n04111531_716,18,1
n03085013_26325,18,1
n04273569_13641,18,0
n02132136_7584,18,1
n02132136_131,18,1
n04505470_3957,18,1
n03376595_4242,18,0
n03792782_14160,18,1
n03662601_22726,18,0
n03100240_159,18,1
n02814533_7769,18,1
n02105641_14112,18,0
n02011460_7877,18,1
n02134084_2328,18,0
n04560804_17045,18,0
n02690373_18845,18,1
n04285008_7325,18,1
n02690373_891,18,1
n03344393_4294,18,1
n02708093_7069,18,1
n02027492_2457,18,1
n02708093_3750,18,1
n04111531_14934,18,0
n03196217_1423,18,0
n04285008_4834,18,1
n02123159_1008,18,1
n01622779_1364,18,1
n02708093_2650,18,1
n03196217_3730,18,1
n02708093_1128,18,1
n02123394_8164,18,1
n03983396_14652,18,0
n04111531_7283,18,1
n04548280_5013,18,1
n02504458_8103,18,1
n02113624_613,18,1
n03417042_7682,18,1
n03417042_29384,18,1
n03792782_3385,18,0
n04111531_1708,18,1
n04111531_409,18,1
n04505470_3261,19,1
n02708093_5127,19,1
n02690373_4784,19,1
n02690373_3698,19,1
n02090379_1932,19,1
n03937543_1358,19,1
n03196217_10634,19,0
n02123597_11271,19,1
n02097130_2321,19,1
n02124075_2643,19,1
n04467665_21603,19,1
n02690373_10006,19,0
n02134418_4696,19,0
n04111531_807,19,0
n02125311_8689,19,1
n04467665_64402,19,1
n03417042_1853,19,1
n03792782_52665,19,1
n02690373_5845,19,1
n02123159_899,19,1
n02104029_3121,19,1
