image_name,knife,keyboard,elephant,bicycle,airplane,clock,oven,chair,bear,boat,cat,bottle,truck,car,bird,dog,correct
n01514859_3837,4.537055835629107e-07,6.511731780024364e-07,1.701451279995002e-05,1.733561260202519e-06,5.74385954255822e-07,7.701135924309112e-06,0.0001168155925685,4.356115529124366e-06,8.50320888328809e-05,1.3716711080665947e-06,0.0002121018001319,1.906636478549923e-05,1.476454282794626e-05,2.7779252736742993e-07,0.9988833307700826,0.0006347547869057,1
n01514859_8222,1.625658354460448e-06,5.172266787103941e-06,9.34230384347234e-06,1.0788564191777568e-06,2.7999248833380297e-05,5.001500399454035e-06,2.6274556852215543e-05,1.8857454024585597e-05,0.0003892198647048,4.410265771679904e-06,0.013904336863999,3.6272688005173125e-05,4.36726061665267e-06,1.057863246756723e-06,0.9807076005462084,0.0048573828019333,1
n01530575_3903,5.289381871673666e-08,2.1463398917339272e-08,1.7299036144584494e-08,6.934911557672945e-07,6.32450244192511e-08,5.151554275519349e-07,1.937123902373356e-07,7.142872425828216e-07,8.717523115087057e-08,4.0983711412300264e-08,9.354513174882244e-07,8.411802741505062e-07,1.3363808452038382e-08,2.5726652734930867e-09,0.9999950359254866,7.718000111355739e-07,1
n01531178_2725,8.20428867601228e-08,9.519006887869828e-09,3.067518836085826e-09,5.0705352747724504e-08,1.0067243657106813e-07,2.136566190092758e-08,3.694436004021283e-09,1.2548587706675681e-08,4.274404252731496e-07,1.1329792819912863e-07,1.4539468458385115e-06,5.7209439035595286e-08,3.447945382230001e-08,2.5752877727418704e-09,0.9999897037709512,7.923663781418733e-06,1
n01537544_8859,1.1568996941109531e-08,2.7574537985761e-09,2.102143355953289e-08,8.277593950671402e-10,5.978918925365404e-08,5.038876133269809e-08,6.2890788135742965e-09,1.4249801123899873e-08,1.7529491947983312e-08,1.1753887820128307e-09,8.889972886171416e-09,4.8873405685400615e-08,3.073446731294014e-09,1.7449680221561607e-10,0.9999996589388798,9.445244326214739e-08,1
n01558993_12968,1.9584998344984293e-05,5.785527956303691e-06,2.4412705170041178e-05,1.3219785270949662e-05,1.3542178962001377e-05,0.0002541432462588,8.405115042067567e-06,1.0114765972973832e-05,9.63629970058242e-06,8.907888613042398e-06,3.8785360354529394e-05,6.755346026988225e-05,5.238086437363596e-06,1.8481449386119037e-06,0.999373863698474,0.0001449587382339,1
n01558993_14305,6.19397763839938e-12,2.4667766526754495e-11,5.201417434069574e-12,3.450135357332535e-10,1.4074626004277455e-09,6.905155146709099e-11,2.4284215549597497e-11,4.69784572657762e-11,2.6735116340546253e-11,2.2846699754823436e-11,6.938216751955441e-10,8.671571279234797e-10,4.417622156561272e-11,9.02579230808571e-12,0.9999999925262104,3.881173422492544e-09,1
n01558993_4297,2.6189291189922872e-06,2.932216578017897e-06,9.603870519477533e-07,7.950613324260299e-07,1.9223182612262525e-06,4.743366829568515e-06,1.4849550848438052e-06,1.502301738329292e-06,0.0009734568308946,6.371057608460842e-06,0.0004927039452109,2.3207372056554727e-05,1.0456487518311872e-06,1.917569254330944e-07,0.99718586913207,0.0013001947204866,1
n01558993_6287,1.0046422646486676e-10,1.2186839845047386e-10,1.4029855497582714e-10,8.608880874185028e-10,7.034349408958309e-08,7.625140343011735e-10,5.973838793767779e-11,3.4852887831877217e-10,7.715979393691962e-10,4.367574776422718e-09,5.703697567652671e-09,7.951431579459874e-09,1.3717309529853026e-09,2.85159047609752e-10,0.999999852703683,5.4107330578112754e-08,1
n01582220_9857,0.0002909351984667,8.175755138743586e-05,5.8623970701355114e-06,1.5008308279829682e-05,3.831685476909752e-06,1.4930106314826117e-05,1.8239347596198509e-06,2.934496562424008e-05,9.448103056246574e-05,1.0873357572514408e-05,7.073063690268385e-05,0.0002096227325429,4.781296117451083e-06,2.544112209005398e-06,0.9988946675849282,0.0002688051017849,1
n01592084_2422,2.8943475185975836e-10,2.701768127678651e-10,6.262332088534961e-11,5.958012526133981e-10,4.4234090762695405e-09,3.6908931833791217e-10,7.398464930405151e-10,2.9194639474210946e-10,4.68360557132034e-09,6.138282625607863e-10,2.065561838286015e-08,4.913134524912114e-09,3.41362257347445e-10,6.294941432100019e-11,0.9999996754084356,2.8627873872218725e-07,1
n01592084_3955,9.989583476926197e-05,4.5418042720577867e-05,1.93002035174783e-05,1.1337804238448947e-05,0.0002263304818311,4.310375023209304e-05,1.2405571019620342e-05,4.24457269655445e-05,1.9671221032392596e-05,9.442369729948413e-06,0.0001388826265163,0.0005680741001696,1.2171335790354534e-05,3.3150578123189618e-06,0.9985517830337166,0.0001964228399382,1
n01601694_10499,7.51910488121594e-09,5.934819431829778e-09,6.341344349186542e-08,2.648824269148259e-09,5.354753804213436e-09,6.1870519719370104e-09,2.508775130541779e-09,6.084294726485098e-08,6.786631906673048e-07,6.20077107868313e-08,4.2026918973890845e-08,1.2431553913259738e-07,1.7916211616635635e-09,5.522727690420137e-10,0.9999936848261798,5.251406846458952e-06,1
n01601694_9470,6.466645917894168e-10,1.2371189898253894e-08,1.2430640555492274e-10,3.518788528947754e-09,8.058454908298686e-10,1.4045686056534546e-09,1.0641888705923775e-09,1.5121950413399345e-08,1.7850692655776891e-09,3.108668145644148e-09,3.358991895954175e-08,5.900613786499777e-08,7.853574586938767e-10,2.3282214145488522e-10,0.9999998387237264,2.7710797020198937e-08,1
n01616318_3247,1.2183552991581726e-07,7.380370301404549e-07,6.683132791557019e-06,6.616521757190377e-07,1.618575674207968e-06,2.847211654582803e-06,9.70860071952694e-08,2.486059852235593e-06,2.8248066818170573e-06,4.190767057164312e-07,1.909655329006528e-05,9.491180530996244e-07,7.0680772588529525e-06,9.412632319266102e-07,0.9999259406878844,2.750682617860807e-05,1
n01622779_1364,8.649601676158048e-07,5.607040638438387e-06,9.628475162385646e-06,9.841141715920296e-06,3.878384619160724e-07,0.0010261361966833,7.358782771902054e-06,2.4430767314786053e-06,7.195381002344723e-06,1.089236427097396e-06,0.0006667803201904,7.105993730249235e-06,7.355169464958525e-06,7.353504036322746e-07,0.9971015886983446,0.0011458823381035,1
n01622779_1961,8.865011226165521e-12,7.256312109396975e-11,4.0460394790518426e-11,5.475927866933614e-12,1.1120356317235719e-12,2.7164095562741657e-10,2.5089341473777575e-11,4.935087437550715e-10,1.1607989241691439e-10,1.1367727557903757e-12,1.313075341743038e-08,1.350743191201289e-10,3.0367833788056266e-11,7.310468627886869e-13,0.9999970726348812,2.913032260085278e-06,1
n01622779_9829,1.0730302699166601e-07,1.6480078412393149e-06,6.024162361441341e-08,1.1907321246340202e-06,3.4976136721231824e-08,3.961641994091741e-06,1.3776594166429595e-06,1.2333652970394505e-06,4.600388746817781e-07,7.322555000259563e-08,6.798933939399845e-05,1.1465397360145555e-06,1.1810725656285172e-06,4.4887040836219026e-08,0.9998420741365976,7.741683278019099e-05,1
n01795545_1515,1.2517144451616776e-11,2.308155589506212e-11,8.527406868357919e-12,4.0847073167453743e-10,3.107770203110722e-11,1.481381370630962e-11,9.049579284300272e-12,1.637003039483431e-10,6.069004424525451e-10,2.963838265066151e-11,2.7836269599810086e-10,4.468958177832033e-09,6.31714585515303e-11,3.0577625529565285e-11,0.9999999892005716,4.650581307730485e-09,1
n01795545_9555,1.2455851209780836e-06,1.4758863819504378e-07,6.034027372075543e-06,4.592797127765125e-06,1.3861873389132588e-06,5.904953497620189e-07,4.7730081694180016e-08,4.433936344625178e-07,0.0001028038555696,1.7626765784709154e-06,4.214212039562598e-05,7.63559272556547e-06,4.110195418637907e-07,3.496894632607938e-07,0.9995709874097942,0.0002594198312675,1
n01796340_11254,2.7895104762566616e-08,3.920440149253497e-08,1.112054064236124e-09,2.543325118010025e-08,5.2040918821968385e-08,8.467621567957371e-09,3.4946933820478364e-09,1.1189055946482562e-08,2.45920977424647e-08,2.0201067585792672e-08,1.4659720329087565e-06,1.3002458787557786e-07,1.6795513015227142e-08,2.888522950899499e-09,0.9999970784416602,1.092247416486163e-06,1
n01796340_5058,2.4882099236571848e-08,3.4905196553399947e-09,8.083229063858888e-09,3.6479184451539954e-08,2.897373879093071e-07,1.079984214935443e-07,2.6725557478012067e-09,6.9917566454072e-09,7.47956631887838e-07,1.205166797581284e-07,2.85968580598293e-07,1.0778091425861262e-07,8.744389037858087e-09,4.40239328389575e-09,0.999986575963914,1.1668331343076636e-05,1
