image_name,knife,keyboard,elephant,bicycle,airplane,clock,oven,chair,bear,boat,cat,bottle,truck,car,bird,dog,correct
n01514859_3837,7.717009487650943e-07,1.4570819812277942e-05,8.879844061513139e-05,5.3753647441082926e-06,4.359569611289117e-07,4.059214013508648e-06,2.32365191681371e-05,7.057143916683384e-06,2.4089293123767977e-05,1.690875699967024e-06,2.9149961102518543e-05,2.2206584430649288e-06,4.5093717322913e-06,4.600477165849075e-06,0.9990487973123344,0.0007406368902183,1
n01514859_8222,4.615976299535612e-06,5.8426389146041094e-05,9.16561489498294e-05,1.8392342285409363e-05,4.823961821308485e-06,2.4562575346501635e-05,9.20167210630098e-05,9.142429135952396e-05,0.000225610567641,3.313709291661511e-06,0.0002626046390224,3.7473996712575936e-05,5.6812332375454366e-05,3.60897410546903e-05,0.977504886342226,0.0214872902654048,1
n01530575_3903,1.3836194723290237e-06,1.1670843964770731e-05,1.475653098612838e-06,4.563887107342294e-06,1.2310185298924592e-07,1.088672522231084e-05,3.5050481632876048e-06,0.0001346421998901,4.087830300251674e-07,3.9983524599909995e-07,6.6873873918750784e-06,2.517514911613797e-05,1.3996808326423282e-06,7.115140936294136e-07,0.999776655732082,2.031083943578704e-05,1
n01531178_2725,5.719510983756143e-06,8.417063261981282e-07,1.2420438935786806e-07,9.913445194749808e-08,2.1815769926417045e-07,5.441227188250023e-07,4.615888683744834e-07,2.5040377095262136e-07,2.9337450161629617e-06,2.152097254033454e-07,4.9323297189915e-05,1.5767313557778886e-06,3.089588740554574e-07,1.0865944237113117e-07,0.9998020091316636,0.0001352654375241,1
n01537544_8859,1.5921087169503433e-05,1.6597122224452416e-05,2.30580318191304e-05,4.68543985118778e-06,3.5965270300613284e-06,1.9313171082153045e-05,8.329225651888747e-06,1.7167172837353987e-05,1.076810627267412e-06,1.6254690369742804e-06,2.6136175245904223e-05,1.883042206866929e-05,7.107221760950756e-06,6.236778395149823e-06,0.9994113989099364,0.0004189204352628,1
n01558993_12968,3.302606786342903e-06,3.063859815720603e-07,7.334204252517171e-07,1.1831257869287264e-06,3.608488013414845e-07,2.3374999858774436e-05,5.330157172999213e-07,9.354374115056878e-06,5.5690972689258426e-08,1.061665750708473e-07,1.473818800577314e-06,5.287598058527318e-07,1.0177698238339767e-06,6.411327638727563e-07,0.9999519366458272,5.091237958348627e-06,1
n01558993_14305,7.200963467161964e-10,1.6234996574347477e-08,1.1612670251260158e-10,9.043538419669003e-08,7.541886760890008e-09,1.0368244934962e-08,3.3184953590544603e-09,2.8567465370277572e-09,4.269629210760474e-10,6.64600954836887e-10,3.4152991444094856e-08,7.063173321165137e-08,5.4883202862521544e-09,1.843525652626531e-09,0.999999669102793,8.609709508822362e-08,1
n01558993_4297,2.3437731315337036e-05,0.0002639905022043,5.412803448632289e-06,2.0311483211681103e-05,2.6504420566550357e-06,0.0003017055180095,0.0002722094646676,0.0001201936546937,0.0021901524043025,7.40883634711346e-05,0.0006970310218955,0.0004929406244614,3.341788409190961e-05,1.8688470244107543e-05,0.9888586875354336,0.0066250820964919,1
n01558993_6287,1.0288023450806563e-09,5.580791330147619e-09,2.2291505641864358e-10,2.1545403872200577e-08,8.022903581043657e-10,3.840925474890137e-09,3.752628589806402e-10,1.2517437801661454e-09,3.6247619264294965e-10,1.3540361107286422e-09,2.27229969003752e-08,6.079478873923535e-09,2.417659185057812e-09,2.108522657054494e-09,0.9999995799872208,3.503194740952582e-07,1
n01582220_9857,4.269920133777797e-05,2.8585398701690964e-05,1.2013538145955849e-06,2.7436944791627515e-06,1.0041703538855885e-07,4.06471292691984e-06,2.975149190671844e-06,5.461804029937279e-06,5.408265822628123e-06,1.4635422991207724e-06,3.3715332486020415e-06,4.788783425459876e-05,5.149934687191202e-06,7.663287832444048e-06,0.9997039791358064,0.000137244734533,1
n01592084_2422,1.5697483597945176e-09,2.4816395018329263e-09,6.961516353155719e-11,1.984384826307361e-10,1.293685979344076e-08,4.532801793711617e-09,7.939045759939053e-10,2.862032203084761e-09,3.466462271334437e-09,6.172565968999591e-10,9.519189545993712e-10,4.5361203823442174e-10,5.508317761562093e-10,2.1449729261254988e-10,0.999999880821077,8.747930417135556e-08,1
n01592084_3955,3.4628155804192782e-06,5.460201272371563e-07,3.6242365249924206e-08,2.2699584334929296e-08,8.813004250900648e-07,1.1078657551825373e-06,2.861594761465969e-07,2.2892276830248097e-07,3.542184514897463e-07,1.70342715061583e-07,5.929704768173182e-06,2.961398789979103e-07,7.656399310935748e-08,7.540344276834903e-08,0.999968120382048,1.8405218620565147e-05,1
n01601694_10499,8.508431309937911e-09,1.1967528654280078e-07,5.5828217098294926e-08,1.3295332290327795e-09,2.0309154959514852e-08,1.7564580817942147e-08,2.515853204710607e-07,3.8041484664842975e-08,1.3093614978117445e-07,5.0929991164146376e-08,5.393940500029072e-08,1.7791340973475258e-07,2.5698900141730713e-08,1.4753106073502955e-08,0.9999642086623862,3.482432464273849e-05,1
n01601694_9470,1.870575492686385e-08,7.842682444742264e-07,3.844448476723582e-09,8.608746544461704e-09,6.104588084800664e-08,4.2588129195984096e-08,9.495639755009724e-07,5.4556723423972116e-08,3.4847422769404607e-09,2.2114711492492435e-08,5.5351953426135704e-08,5.423943748690205e-08,2.985135478442445e-09,7.221910086975756e-09,0.9999970458615416,8.855586647061032e-07,1
