image_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
n01514859_3837,bird,bear,dog,cat,elephant,oven,bottle,knife,chair,truck,bicycle,clock,keyboard,airplane,boat,car
n01514859_8222,bird,dog,cat,bear,chair,oven,bottle,boat,elephant,bicycle,knife,truck,keyboard,car,clock,airplane
n01530575_3903,bird,chair,dog,clock,bicycle,knife,bottle,cat,elephant,bear,boat,airplane,keyboard,oven,truck,car
n01531178_2725,bird,cat,dog,bear,boat,knife,bottle,clock,elephant,truck,chair,airplane,car,keyboard,bicycle,oven
n01537544_8859,bird,bear,cat,dog,bottle,elephant,knife,airplane,chair,truck,boat,keyboard,clock,oven,bicycle,car
n01558993_12968,bird,dog,bottle,cat,knife,bear,clock,elephant,chair,bicycle,airplane,boat,keyboard,car,oven,truck
n01558993_14305,bird,cat,dog,bear,airplane,bottle,knife,bicycle,truck,oven,chair,keyboard,elephant,boat,clock,car
n01558993_4297,bird,bear,dog,cat,elephant,bottle,chair,keyboard,knife,bicycle,truck,oven,boat,clock,car,airplane
n01558993_6287,bird,dog,cat,bear,elephant,bottle,airplane,bicycle,car,boat,clock,chair,truck,knife,keyboard,oven
n01582220_9857,bird,dog,bear,elephant,knife,cat,airplane,keyboard,boat,chair,bottle,oven,truck,clock,bicycle,car
n01592084_2422,bird,dog,cat,airplane,knife,bear,bottle,boat,keyboard,bicycle,elephant,chair,truck,clock,oven,car
n01592084_3955,knife,bird,bottle,clock,cat,chair,dog,airplane,bear,keyboard,truck,boat,car,oven,elephant,bicycle
n01601694_10499,bird,dog,elephant,bear,boat,knife,bottle,cat,airplane,truck,keyboard,chair,car,oven,bicycle,clock
n01601694_9470,bird,dog,cat,bear,bottle,knife,chair,bicycle,keyboard,oven,truck,boat,airplane,elephant,clock,car
n01616318_3247,bird,cat,bear,dog,bicycle,boat,bottle,elephant,airplane,knife,chair,keyboard,truck,clock,car,oven
n01622779_1364,bird,dog,bear,cat,elephant,bottle,clock,boat,chair,knife,keyboard,bicycle,truck,car,airplane,oven
n01622779_1961,bird,dog,cat,bottle,oven,bear,knife,chair,elephant,clock,keyboard,airplane,bicycle,boat,truck,car
n01622779_9829,bird,dog,cat,bottle,bear,elephant,oven,chair,keyboard,knife,boat,bicycle,truck,clock,car,airplane
n01795545_1515,bird,dog,bottle,elephant,bear,cat,boat,bicycle,clock,truck,airplane,keyboard,knife,chair,car,oven
n01795545_9555,bird,dog,bear,elephant,cat,bottle,boat,bicycle,truck,knife,clock,airplane,chair,keyboard,car,oven
n01796340_11254,bird,dog,bear,cat,bottle,bicycle,truck,oven,boat,airplane,clock,keyboard,chair,elephant,knife,car
n01796340_5058,bird,dog,cat,bicycle,bottle,bear,elephant,airplane,boat,knife,truck,chair,oven,clock,keyboard,car
n01798484_2289,bird,dog,cat,bear,elephant,chair,bottle,keyboard,truck,boat,bicycle,airplane,knife,clock,car,oven
n01798484_3762,bird,chair,cat,dog,elephant,keyboard,bottle,airplane,boat,knife,bear,bicycle,clock,truck,car,oven
n01798484_3874,bird,dog,elephant,bear,bottle,cat,bicycle,knife,oven,chair,clock,truck,boat,car,keyboard,airplane
n01798484_5988,bird,chair,dog,bear,cat,elephant,keyboard,bicycle,bottle,boat,knife,car,truck,oven,clock,airplane
