image_name,knife,keyboard,elephant,bicycle,airplane,clock,oven,chair,bear,boat,cat,bottle,truck,car,bird,dog,correct
n01514859_3837,5.265169529151854e-09,9.33597169718894e-09,1.1354894811590256e-08,2.6687378252264306e-08,1.046999565021003e-09,2.8791980338526473e-09,4.34908089749499e-09,1.0643625839149516e-08,3.6269188773489496e-08,7.218972963781591e-09,1.784372585253101e-07,3.6461876114807063e-08,4.455395856378775e-08,9.29108148973026e-09,0.9999984141148862,1.2020904588724888e-06,1
n01514859_8222,2.0623683570204632e-08,6.241741856446764e-09,2.3372191848825832e-08,5.0677418801508154e-08,2.276567010171856e-09,8.607043214526821e-09,1.635107179514402e-07,5.8592058388180514e-08,4.601806040105114e-07,1.9422739112374677e-08,3.6060979949702527e-06,4.6054210450094095e-08,2.2601274880280515e-08,5.197177279127297e-09,0.999898350452952,9.715609162476544e-05,1
n01530575_3903,7.865917548198129e-13,4.183032884662012e-14,4.095688693607221e-15,2.154767207865918e-12,6.87101182612176e-14,1.0054205203148611e-14,2.683153728327459e-13,1.1286145083725044e-11,1.3687830481527333e-13,1.7165010555647837e-13,9.320474674135409e-12,6.131710361756156e-13,1.2040747091639854e-14,6.176732035805562e-15,0.999999999951794,2.332492150714828e-11,1
n01531178_2725,1.358354368876886e-06,8.020456762143828e-08,3.7585315405252835e-08,6.308571365084285e-09,2.306770843911817e-07,2.6335195557673026e-08,5.642783582517169e-08,7.588735787937794e-08,4.421515848388124e-07,5.362395355938589e-07,7.59025241077774e-07,5.966727275874775e-07,3.321722949080245e-08,1.1902100212556162e-08,0.999994918919288,8.300919962604896e-07,1
n01537544_8859,1.4385626762703033e-06,4.024739239986595e-07,5.412058411822881e-07,7.85185881980735e-07,8.048803962506081e-08,1.094202517433888e-06,8.905446007403583e-07,4.755692098406364e-06,2.0658721384713094e-06,2.926304560644456e-07,2.258358126334122e-06,1.7188269578606854e-06,2.565252815463871e-07,3.318366858225917e-07,0.9999810299004034,2.057694370877987e-06,1
n01558993_12968,2.086047366116573e-07,1.6704584475213204e-09,3.0040897684519235e-08,6.541903639972395e-08,1.5703675635180251e-09,4.5151121781751536e-08,6.921890984846969e-09,1.010598110273869e-09,9.467131590593013e-09,4.412183601485201e-09,7.080324103549864e-09,1.314504718238253e-07,1.6930177411772915e-09,1.293845058504487e-09,0.9999993275920612,1.566218572474108e-07,1
n01558993_14305,4.0471742602909133e-13,5.4195585983406284e-14,1.8585146021331164e-15,6.068527696413025e-11,1.3683880477936764e-14,1.4376604897237525e-13,1.5505490993353976e-13,1.2399289635096396e-14,1.0101804253385293e-13,4.341426601464754e-14,4.674877729944058e-13,9.267157544534193e-11,5.950348319165157e-14,8.352310333974368e-14,0.9999999992710232,5.740792707879729e-10,1
n01558993_4297,3.643457595569708e-06,1.2334675491882604e-07,3.2275440231957053e-07,1.5868139461602402e-07,1.6953783692232532e-08,9.678441438547677e-08,4.35963903248062e-07,2.3757489414305777e-07,6.266366276854785e-05,4.19402365461753e-07,1.4642301602193623e-05,1.670692202628105e-05,1.29426670267899e-07,6.116842791793463e-08,0.9998033716168186,9.696998217777655e-05,1
n01558993_6287,2.4988275044226795e-10,2.3804884242141453e-11,1.7023522778648308e-11,1.0560610237521446e-08,1.830585281798543e-10,7.380199846464963e-10,2.0162495788919903e-10,5.736028219512739e-11,3.7514771606693927e-10,1.0121578235717848e-08,1.4478670605254415e-09,6.80890638589468e-08,4.869313768974292e-10,1.9463791760686166e-09,0.999999857835993,4.7665654429217244e-08,1
n01582220_9857,8.75167457463963e-07,4.130116696961717e-07,5.126946923850573e-07,7.063758164347677e-07,1.3613635706402834e-06,4.255031887862926e-07,1.2664669225583958e-07,1.733580263281969e-06,6.0596740750785107e-05,3.122727745395663e-06,9.954962117777236e-07,9.409209670283412e-07,6.186725845079748e-07,6.879829640108698e-07,0.9997139463748456,0.0002129367405797,1
n01592084_2422,5.76179920972014e-14,4.5274854072614586e-14,2.7708062241152996e-15,6.983815292340001e-16,1.3088692041258608e-14,1.989912640165625e-16,3.628164585806238e-15,9.257916809317122e-15,7.854879008124511e-14,3.870552461924567e-15,2.4605173276232657e-11,5.115629050464387e-13,2.292368341298906e-16,1.131766041832983e-15,0.9999999999724748,2.192037709659126e-12,1
n01592084_3955,4.118635439280922e-06,1.616097176758034e-06,1.4613544434224337e-07,7.346211116063075e-08,3.4347254776059733e-07,1.1610747491652555e-07,2.0643816443311085e-08,2.643803938302449e-06,9.843441486512808e-06,9.989959914743613e-08,0.007957945586253,3.2443231545189757e-06,3.023280473941526e-08,2.191428594228156e-08,0.9917907623062984,0.0002289739381689,1
n01601694_10499,3.53380561759103e-10,4.772453466569378e-11,4.7134353252736753e-11,1.2807680641441089e-10,3.032757428024703e-11,9.910679769262044e-12,4.045448615432147e-11,1.0611313705197228e-11,1.1379166937744434e-09,6.396119553153666e-08,2.802709675675591e-10,2.368055580829431e-09,1.0093531982334499e-11,1.2708028191487088e-11,0.9999999049769914,2.6585147932110693e-08,1
n01601694_9470,5.35570418616741e-09,1.5460014505404193e-08,1.6441841478818215e-09,3.5615097141518764e-08,1.002210321958116e-08,1.8145215740531174e-09,7.854878833072828e-09,6.664124151007315e-09,1.7968991220159266e-08,2.554839176713957e-08,2.5519316056982183e-08,3.998016906605392e-08,3.816446390652014e-09,8.85701669700457e-09,0.9999993902145436,4.03664497421197e-07,1
n01616318_3247,1.1164369301494495e-10,1.1662061016717282e-10,4.494892191722519e-10,6.696459354827487e-11,3.878859868321864e-11,2.8636346549146133e-11,1.688730952139227e-11,2.1461298476120956e-11,3.345482019831733e-08,8.176304471222576e-11,1.560699675425149e-09,8.095552958156402e-10,4.818775656456079e-10,1.0201654050359228e-10,0.9999999444501292,1.8208646988255853e-08,1
