image_name,knife,keyboard,elephant,bicycle,airplane,clock,oven,chair,bear,boat,cat,bottle,truck,car,bird,dog,correct
n01514859_3837,0.0002500578260061,0.0001322504921545,0.0009935450458992,0.0001742448033472,0.0001317293732988,0.000164252842821,0.0003751690078016,0.0002110223169733,0.0297026494632348,0.0001121788529877,0.0125779426754303,0.0003080231216916,0.0001797759249886,6.502346504226653e-05,0.9378573103229276,0.0167648244653947,1
n01514859_8222,4.817002141982312e-06,8.597202965649997e-07,5.5070787890198055e-06,5.379712657657536e-06,2.534643153709509e-07,3.661936022686148e-07,1.0411762964245084e-05,2.3189118128144884e-05,0.0001387007067542,7.22329947259105e-06,0.0009458931473466,9.816259986660166e-06,2.2520688785987163e-06,6.870335482320242e-07,0.9956169245302317,0.0032277189008861,1
n01530575_3903,0.0113381940472168,0.0015656662533307,0.0034304600178157,0.0121489770028265,0.0018712936968873,0.013205844480558,0.0009612230776726,0.0613452070005987,0.0027048405305916,0.0023983918037089,0.0054457620256638,0.0100658072797344,0.0008856891144039,0.0008049047272695,0.8572233759910668,0.0146043629506542,1
n01531178_2725,0.0015127716669739,0.0001945411508348,0.000695833679755,7.763311228783083e-05,0.0002792677937233,0.0007934437259227,6.030415811356128e-05,0.0002871709403426,0.0020770718550463,0.0017874323675591,0.0076312785497508,0.0011302248327881,0.0004314222311282,0.0002255490485452,0.9764250205263034,0.0063910343609248,1
n01537544_8859,0.0003425268118074,3.245578921793117e-05,0.0003602187879097,1.555003363201488e-05,4.719768142532969e-05,2.913291155195235e-05,2.611649430724485e-05,4.3827958131563034e-05,0.000799571332709,3.422527139980188e-05,0.0007345915361307,0.0004225498945526,3.6393158798972793e-05,9.258636053716224e-06,0.9964012474840248,0.000665136218347,1
n01558993_12968,6.913106552669322e-05,5.644528078486371e-06,3.8935878801679064e-05,2.470224738838257e-05,2.3071162694191984e-05,4.227614675818779e-05,1.71230780280056e-06,2.4788029969674583e-05,5.946379170142963e-05,1.155456863674969e-05,8.363742026081358e-05,0.0003205786198852,1.439670999484909e-06,2.1911406822726024e-06,0.9984939589539132,0.0007969144669007,1
n01558993_14305,1.7991338302231934e-08,3.2681025359514804e-09,3.266444911139596e-09,4.6812339616834315e-09,1.0220352586951429e-07,1.3895277685388804e-09,3.4717380496374443e-09,3.331181224524676e-09,1.401051236062507e-07,2.959080562316174e-09,7.791011183682425e-07,4.629495992029284e-08,4.500395598921676e-09,2.0039706339510248e-10,0.9999986362249608,2.510108713558095e-07,1
n01558993_4297,0.0001946873463029,0.0003647169379017,0.0005299803011698,0.0001807759027657,1.0638467076614568e-05,4.684185602916187e-05,8.059026665816872e-05,0.0004661211876483,0.0425512973387095,7.774511442153203e-05,0.0146099101266595,0.0005211673990836,0.000124900544482,2.753070986586344e-05,0.9181534951271508,0.0220596013740745,1
n01558993_6287,1.2794371271755472e-08,1.141914237295171e-08,1.6008827329837938e-07,5.256423678625744e-08,6.83717810834037e-08,2.0717582888461792e-08,1.3041162802824847e-09,1.9928883482090944e-08,4.080892297360174e-07,2.5861466384232418e-08,9.519856140744448e-07,1.305576015264263e-07,1.7546132898198723e-08,3.6601590880795926e-08,0.999989112038012,8.970131964892324e-06,1
n01582220_9857,0.0099296164199967,0.0040185352648523,0.0149881993277319,0.0006107275797899,0.0051261221197981,0.0007351880980094,0.001188613390879,0.0024041765317743,0.0583221288061892,0.0034688536691645,0.0099152477875124,0.0016469307764932,0.0008155496794403,0.0004719966956153,0.6962413531946842,0.1901167606580684,1
n01592084_2422,9.632359831810015e-07,1.565899800577187e-07,5.4545270740660435e-08,1.207186531670544e-07,1.312951145668683e-06,1.0906807927608e-08,8.213378556097872e-09,5.1957996178272874e-08,7.403700131984811e-07,3.647398141585262e-07,5.0172654472501194e-06,4.684347699304118e-07,1.5389397993687557e-08,7.258920444695619e-09,0.9999836001245992,7.107297822360837e-06,1
n01592084_3955,0.5568488893411383,0.0051569566726856,0.0002701255919958,0.0001517434943678,0.0073484072803297,0.0896278043508743,0.0004438324675455,0.0174240203427201,0.0058362960859188,0.0009179229445016,0.0182496919123177,0.1029251792474423,0.0009590164056414,0.0005645374284365,0.1812806948158884,0.0119948816181954,0
n01601694_10499,7.11379773064206e-06,3.067235903322143e-07,9.079015336315645e-05,1.407601440972683e-07,8.229032858282893e-07,9.06622957441326e-08,1.5882953524328256e-07,2.4128355764409125e-07,5.794288899834361e-05,3.38963067049769e-05,1.457277306016498e-06,5.675076927777837e-06,4.252939996165042e-07,1.916109529919089e-07,0.9992920012966156,0.000508745134992,1
n01601694_9470,2.988243349348999e-09,1.4184580264902476e-09,2.4436674819180164e-10,2.0593654803978187e-09,5.29166308892141e-10,1.7255372178952294e-10,1.207884653270534e-09,2.2846112456260133e-09,1.0466203632972292e-08,9.136741109199008e-10,2.235041777314187e-08,4.536607348037717e-09,9.333505924992299e-10,1.3527864503449732e-10,0.999999920541914,2.9217904496405435e-08,1
n01616318_3247,5.951325639551365e-05,1.8142210291989124e-05,0.0001149761295635,0.0002734452171248,7.191029577439217e-05,1.2667284923751507e-05,7.87977791059364e-06,5.190882863314116e-05,0.0012123423139567,0.0001410132253295,0.0057538307453484,0.0001169926338204,1.7780503754894328e-05,8.294867942635998e-06,0.991525926221034,0.0006133764881953,1
n01622779_1364,1.5145594877279828e-05,9.000233985241671e-06,0.000126109044829,5.9533257405068755e-06,3.970341238660097e-06,7.310013988672361e-05,2.7137367610954723e-06,1.588918374427578e-05,0.0007423621306645,4.786600360047633e-05,0.0006326594561903,0.0001069057581047,5.163541510735352e-06,4.945242492238762e-06,0.9963088844161502,0.0018993318502237,1
n01622779_1961,3.3538010716715885e-08,4.123686440581753e-09,2.2492232966776637e-08,2.057771822526497e-09,2.7758351880225003e-09,6.4141875052384585e-09,4.2502492963033623e-08,3.288820019821027e-08,3.66858683419649e-08,1.5909025241062367e-09,1.2408059153227992e-06,2.770453323461788e-07,1.3807981685007332e-09,3.494076159965108e-10,0.9999963657591108,1.9295902470405157e-06,1
n01622779_9829,4.470417039990517e-10,5.116655752519397e-10,8.596630814181648e-10,2.407858560235171e-10,2.917021810118965e-11,1.5110530752867814e-10,8.161154578209007e-10,6.376725648902061e-10,2.298705040092162e-09,2.426378099835761e-10,7.929617448885816e-08,1.8631615350399545e-08,1.8932223411220683e-10,1.0272617501142154e-10,0.9999969105171864,2.985028412860604e-06,1
n01795545_1515,3.2048458785451374e-09,3.773963373787216e-09,1.183114537130739e-06,3.6661643788625926e-08,8.080497350123942e-09,1.9242064492634695e-08,4.4345064278853024e-10,3.083775544636195e-09,8.870587421943604e-07,3.8058073219037257e-08,2.9788614327811714e-07,2.243827599721771e-06,1.1287665576540538e-08,2.591159078352553e-09,0.9999729074907634,2.2354195075339457e-05,1
n01795545_9555,2.145910596770988e-05,2.7867815280417444e-06,0.0031551209040983,7.141795049112297e-05,1.4898235709108551e-05,2.050579257512112e-05,3.741492049635115e-07,1.2519134047259486e-05,0.0068910227144247,7.885600902154158e-05,0.0004707214997753,0.0001053597091745,2.7472931364784504e-05,2.5152763671713296e-06,0.977477578499158,0.0116473913070922,1
