image_name,participant_id,correct
n02124075_13772,1,1
n02690373_1050,1,1
n01818515_8968,1,0
n04111531_7965,1,1
n02504458_9213,1,1
n02504458_5697,1,1
n02708093_2588,1,0
n02124075_4189,1,1
n02814533_12925,1,1
n04560804_1089,1,0
n03796401_3376,1,1
n03041632_11700,1,1
n02085936_5775,1,1
n03085013_5726,1,1
n03041632_46091,1,1
n02125311_8689,1,1
n03792782_40466,1,1
n02814533_96168,1,1
n04111531_4146,1,1
n02124075_10088,1,1
n03796401_19777,1,1
n02504458_155,1,1
n02823428_8404,1,1
n02690373_18412,1,1
n03085013_7613,1,1
n03792782_16408,1,1
n04111531_12450,1,0
n04612504_4199,1,1
n02835271_2594,1,1
n04429376_19103,1,1
n03100240_10742,1,1
n02690373_3090,1,1
n02123394_8164,1,1
n04505470_3433,1,1
n01592084_2422,1,1
n03417042_29384,1,1
n03041632_50332,1,1
n02690373_2232,1,1
n04429376_27005,1,1
n03041632_22570,1,1
n04099969_36200,1,0
n03085013_23549,1,1
n03792782_63173,1,0
n04111531_172,1,1
n02835271_2960,1,1
n03085013_16115,1,1
n03662601_4925,1,1
n02105641_8995,1,1
n03417042_21270,6,1
n02123597_12232,6,1
n02690373_9531,6,1
n04560804_154,6,0
n02835271_5858,6,1
n03662601_4255,6,1
n02133161_4043,6,1
n01824575_3514,6,1
n04111531_10216,6,0
n04591713_906,6,1
n02123597_334,6,1
n02504013_10341,6,1
n04548280_9121,6,1
n01818515_7947,6,1
n02690373_6697,6,1
n04099969_1126,6,1
n03417042_15179,6,1
n03085013_11359,6,1
n04285008_16747,6,1
n02132136_20607,6,1
n04099969_23293,6,1
n03937543_2507,6,1
n04612504_2129,6,1
n04548280_4392,6,1
n02105505_1156,6,1
n04591713_6069,6,1
n04285008_8880,6,1
n03344393_8374,6,0
n02133161_8679,6,1
n04467665_56933,6,1
n04560804_6469,6,1
n03041632_45090,6,1
n02951358_2416,6,0
n02835271_18386,6,1
n02123045_5057,6,1
n04612504_6380,6,1
n02708093_3750,6,1
n02123597_11798,6,1
n01616318_3247,6,0
n02504013_2476,6,1
n01798484_3762,6,1
n02011460_7877,6,1
n02690373_2498,6,1
n04612504_12864,6,1
n01601694_10499,4,1
n03344393_10033,4,0
n02814533_62356,4,1
n02504013_593,4,0
n04111531_23830,4,0
n02112018_10174,4,1
n04505470_1157,4,1
n03417042_16403,4,1
n02835271_15087,4,0
n03100240_2195,4,0
n02124075_5848,4,0
n03376595_5876,4,0
n03041632_12949,4,1
n03792782_20387,4,1
n02098286_4425,4,1
n03417042_9693,4,0
n03662601_8787,4,0
n02504458_4583,4,1
n04548280_711,4,0
n01828970_2030,4,1
n02025239_2481,4,1
n04548280_7211,4,1
n04111531_7283,4,1
n02690373_18234,4,0
n03100240_6507,4,1
n02106662_5916,4,0
n03041632_32054,4,0
n04467665_44850,4,0
n02690373_5177,4,1
n01795545_9555,4,0
n03796401_18139,4,0
n02690373_13317,4,0
n03417042_1790,4,0
n02690373_6535,4,0
n02690373_763,4,0
n03796401_9219,4,0
n02133161_955,4,0
n02791124_525,4,0
n02134084_3898,4,0
n04505470_7312,4,1
n04111531_27,4,0
n04273569_5276,4,0
n02708093_2867,4,1
n02504013_4955,4,1
n03792782_11921,4,1
n02123597_7497,4,0
n03417042_5257,4,1
n02835271_5113,4,1
n02123597_1367,4,1
n02133161_2166,2,1
n03041632_14774,2,0
n03417042_11306,2,1
n02123597_4813,2,0
n02690373_6576,2,1
n03041632_35260,2,1
n04612504_41457,2,1
n03344393_5184,2,1
n03041632_52371,2,1
n02125311_5229,2,1
n02951358_8041,2,1
n04467665_66876,2,1
n04467665_67327,2,1
n03796401_11076,2,1
n04111531_2066,2,1
n03344393_7018,2,1
n03041632_5801,2,1
n02105251_5812,2,1
n03417042_19596,2,1
n02133161_1433,2,1
n04557648_2703,2,1
n04111531_505,2,0
n04285008_16670,2,1
n04099969_13775,2,1
n03085013_14844,2,1
n04285008_11965,2,1
n02814533_63116,2,0
n03792782_16433,2,1
n03792782_1933,2,1
n03041632_24277,2,1
n04505470_4484,2,1
n02504013_93,2,1
n04111531_3076,2,1
n03344393_7614,2,1
n02690373_10285,2,1
n04111531_3063,2,1
n03041632_22472,2,1
n02835271_15960,2,1
n02027492_20576,2,1
n03041632_42196,2,1
n04557648_23801,2,1
n02093256_12628,2,1
n02814533_3573,2,1
n03196217_11290,2,1
n02823428_7570,2,1
n04111531_23668,2,1
n02123159_6483,2,1
n02951358_31181,2,1
n04285008_7920,2,1
n02105641_14112,2,0
n02814533_3375,2,1
n02132136_23853,2,1
n02835271_10910,2,1
n02107312_1546,2,1
n02504013_5087,2,1
n02708093_1673,5,1
n03100240_9761,5,1
n03376595_2716,5,1
n02504013_15825,5,1
n04505470_3261,5,1
n02708093_2650,5,1
n02109047_26931,5,1
n04273569_5891,5,1
n03376595_17811,5,1
n04505470_5561,5,1
n02134418_1674,5,1
n02017213_4855,5,0
n02132136_7863,5,1
n03376595_3181,5,1
n02104365_2334,5,1
n01622779_1364,5,1
n02835271_1487,5,1
n02108422_12370,5,1
n03417042_2204,5,1
n04099969_17404,5,1
n03937543_5703,5,1
n03344393_5423,5,1
n03792782_9354,5,1
n02791124_7824,5,1
n04111531_16696,5,1
n02133161_1872,5,1
n02690373_2075,5,1
n03344393_8399,5,1
n03796401_40,5,1
n04579145_934,5,1
n01820546_1354,5,1
n03662601_30161,5,1
n04505470_2909,5,1
n02690373_6492,5,1
n02112350_2615,5,0
n03792782_14531,5,1
n02009229_2294,5,1
n02690373_5374,5,1
n04591713_6473,5,1
n03041632_16104,5,1
n04467665_707,5,1
n03196217_1423,5,0
n02823428_334,5,1
n02132136_5138,5,1
n01514859_8222,5,1
n02099849_1285,5,1
n02108915_7266,5,1
n02134418_88,5,0
n02690373_9687,5,1
n02108551_26509,5,1
n04548280_9867,5,1
n04111531_8818,5,1
n03344393_4294,5,1
n03041632_3247,5,1
n02690373_2856,7,1
n03100240_11107,7,1
n03662601_10528,7,1
n03041632_27960,7,1
n02835271_21558,7,1
n02690373_1491,7,1
n03041632_40887,7,1
n04099969_381,7,1
n04111531_4904,7,1
n04111531_14934,7,1
n02007558_7614,7,0
n01531178_2725,7,1
n03344393_10556,7,1
n04505470_2540,7,1
n03792782_176,7,1
n02123394_6265,7,0
n04548280_2091,7,1
n04548280_8246,7,1
n04111531_887,7,0
n02504013_8614,7,0
n03796401_8100,7,1
n02100735_10276,7,1
n03417042_5576,7,0
n03041632_24561,7,1
n03041632_21560,7,1
n02133161_4813,7,1
n03792782_4927,7,1
n02504458_4207,7,1
n02504458_1600,7,1
n03085013_2640,7,1
n03792782_26306,7,1
n03792782_3385,7,0
n02109525_53049,7,0
n02835271_15639,7,1
n02134084_1689,7,1
n04111531_9910,7,1
n03085013_25568,7,0
n02690373_10723,7,1
n03100240_2503,7,1
n04099969_1527,7,1
n02835271_13489,7,1
n03662601_2048,7,0
n02504013_218,7,1
n03196217_2628,7,0
n04111531_11655,7,1
n04285008_8918,7,1
n04111531_523,7,1
n02134084_7387,7,0
n04467665_72639,7,1
n04111531_22020,7,1
n04285008_901,7,1
n02690373_6491,7,1
n04505470_207,8,1
n03796401_21290,8,1
n02096294_12418,8,1
n02791124_11523,8,0
n01796340_11254,8,1
n02823428_11353,8,1
n03417042_5249,8,1
n02037110_3653,8,1
n03100240_441,8,1
n02134418_4110,8,1
n04560804_4138,8,1
n02504013_10580,8,1
n04505470_3905,8,1
n03937543_3133,8,1
n04111531_7106,8,1
n01622779_9829,8,1
n04612504_27571,8,1
n03041632_25022,8,1
n03196217_3086,8,0
n04111531_4155,8,1
n02133161_11329,8,1
n02091134_7486,8,1
n03792782_18947,8,1
n02690373_2217,8,1
n04505470_3615,8,1
n02835271_6930,8,1
n02504013_7659,8,1
n02835271_15691,8,1
n04099969_17056,8,0
n04111531_21918,8,1
n01537544_8859,8,1
n02791124_6463,8,1
n04273569_3052,8,1
n03085013_23800,8,1
n02095570_2773,8,1
n04560804_17045,8,0
n03041632_38996,8,1
n04111531_13391,8,1
n02132136_2313,8,1
n02690373_10374,8,1
n02132136_25897,8,1
n02708093_5127,8,1
n03041632_4269,8,1
n02504013_4590,8,1
n02504013_6118,8,1
n03085013_21127,8,1
n04429376_10128,8,1
n04467665_1187,8,1
n01860187_210,8,1
n02102973_7074,8,1
n02504013_4159,10,1
n03344393_6849,10,1
n02104029_3121,10,1
n02124075_379,10,1
n04429376_7558,10,1
n03792782_1475,10,1
n04505470_4854,10,1
n03376595_18370,10,1
n02791124_12832,10,1
n02133161_7233,10,1
n04467665_2200,10,0
n04548280_1947,10,1
n04273569_34117,10,1
n03983396_7378,10,0
n04111531_16583,10,1
n02113624_613,10,1
n04111531_22291,10,1
n02123394_6698,10,1
n04505470_26,10,1
n03041632_2630,10,1
n02690373_6831,10,1
n02123159_5945,10,1
n03041632_76163,10,1
n04505470_206,10,1
n03085013_4281,10,1
n02124075_6586,10,1
n03196217_10634,10,0
n02124075_7520,10,1
n02123045_9305,10,1
n03983396_8837,10,1
n03041632_5916,10,1
n03376595_4242,10,1
n02124075_10035,10,1
n02690373_1974,10,1
n03041632_79317,10,1
n04273569_4772,10,1
n03100240_17587,10,1
n03417042_12626,10,0
n03983396_971,10,1
n04285008_14345,10,1
n03792782_8658,10,1
n03100240_159,10,1
n02113712_6618,10,0
n03792782_14160,10,1
n02690373_4061,10,1
n03041632_13509,10,1
n03041632_20697,10,1
n02690373_2882,10,1
n02708093_2824,10,1
n02791124_2057,10,1
n04467665_55374,10,1
n02017213_15262,10,0
n01798484_3874,10,1
n02091134_12017,10,1
n03792782_1442,10,1
n02504458_2946,10,1
n02134418_2372,10,0
n02951358_4451,10,1
n02791124_16885,10,1
n02090721_5305,10,1
n04548280_8510,10,1
n04111531_1794,10,1
n04591713_5201,11,1
n03417042_12013,11,1
n02690373_6363,11,1
n03417042_22297,11,1
n04111531_10436,11,1
n02125311_36651,11,1
n03085013_18623,11,1
n02504458_7966,11,1
n03983396_10230,11,1
n03792782_5405,11,1
n02504013_15276,11,1
n02690373_866,11,1
n04111531_5168,11,1
n02125311_12020,11,0
n02690373_19134,11,1
n02123045_10717,11,1
n03937543_2232,11,1
n03085013_20877,11,1
n02132136_25168,11,1
n04467665_64402,11,1
n02951358_35173,11,1
n02134418_2884,11,1
n02951358_9103,11,1
n02133161_10324,11,1
n02504013_2945,11,1
n02106030_17418,11,1
n03983396_21920,11,1
n04505470_3286,11,1
n03344393_6713,11,0
n02132136_6823,11,1
n02123045_2719,11,1
n02123394_271,11,1
n02133161_5822,11,1
n04579145_6635,11,1
n04591713_2032,11,1
n02133161_3183,11,1
n02504013_6897,11,1
n02951358_3452,11,1
n02504013_1455,11,0
n02791124_8056,11,1
n04285008_15181,11,1
n04579145_2046,11,0
n02835271_2086,11,1
n04111531_716,11,1
n03376595_7516,11,1
n02835271_11995,11,1
n03417042_9096,11,1
n02791124_4261,11,1
n02025239_7274,11,1
n02123045_7902,11,1
n02027492_2457,11,1
n04429376_45302,11,0
n03792782_22856,11,1
n02132136_50,13,1
n02504458_800,13,1
n04111531_1708,13,1
n02690373_3698,13,1
n02835271_10414,13,1
n02814533_45714,13,1
n04505470_1551,13,1
n02113023_14422,13,0
n02092339_3174,13,1
n03937543_4203,13,0
n02132136_7584,13,1
n03983396_10362,13,1
n02708093_2361,13,1
n01798484_5988,13,1
n02098286_2798,13,1
n02504013_6081,13,0
n02123045_8127,13,1
n04467665_17283,13,1
n04429376_52173,13,0
n02134084_27094,13,1
n03417042_28519,13,1
n04505470_3957,13,0
n03344393_399,13,1
n03983396_2288,13,0
n02123159_4952,13,1
n02708093_1231,13,1
n01829413_5505,13,1
n04111531_5093,13,1
n02504013_3503,13,1
n02134418_603,13,1
n02134084_833,13,0
n02504458_6931,13,1
n03085013_22175,13,1
n03085013_20218,13,1
n02102480_10156,13,0
n02123394_2461,13,1
n04111531_1362,13,0
n02002556_139,13,1
n03417042_3171,13,0
n03983396_899,13,1
n04111531_21963,13,1
n03085013_3595,13,1
n04099969_1755,13,1
n02124075_2643,13,1
n01558993_4297,13,0
n01558993_14305,13,1
n03792782_32341,13,1
n03376595_9395,13,1
n02690373_3468,13,1
n03100240_12065,13,1
n02134084_18800,13,0
n03376595_14240,16,1
n02097658_1316,16,1
n01824575_2244,16,0
n03792782_1466,16,1
n03417042_12509,16,1
n02109525_23299,16,1
n04467665_25130,16,1
n02690373_2447,16,1
n03376595_15542,16,0
n02504458_2471,16,1
n02708093_2180,16,1
n03041632_11797,16,0
n03100240_17393,16,1
n02125311_4683,16,1
n02504013_6722,16,0
n04505470_2389,16,1
n03792782_65779,16,1
n02690373_13613,16,1
n03041632_44363,16,0
n04505470_7721,16,1
n02134084_2328,16,1
n02835271_22549,16,1
n03662601_13715,16,1
n02104029_7335,16,1
n04579145_6400,16,1
n01824575_2746,16,1
n03792782_35669,16,1
n04273569_5593,16,1
n04111531_6609,16,0
n01817953_1534,16,1
n02504013_1515,16,1
n04429376_294,16,1
n02690373_3326,16,1
n03041632_43975,16,1
n03085013_22489,16,1
n04285008_11688,16,1
n03041632_39836,16,1
n03937543_668,16,1
n03196217_5995,16,1
n04557648_310,16,1
n04591713_2052,16,0
n03937543_10101,16,1
n02090379_1687,16,1
n02123045_7197,16,1
n02013706_1024,16,1
n02708093_8073,16,1
n03041632_11327,15,1
n03100240_3073,15,1
n02814533_16767,15,1
n04548280_2411,15,1
n04579145_558,15,0
n03100240_5492,15,1
n04591713_3894,15,1
n04505470_5007,15,1
n02708093_404,15,0
n02134084_22426,15,1
n03100240_3528,15,1
n04429376_9517,15,1
n02123394_4894,15,1
n02123159_6294,15,1
n02951358_7238,15,1
n02708093_2530,15,1
